,TP,WS,HM,SL,SR,TC,MC,PV
0,-1.2999999523162842,0.8999999761581421,68.0,0.0,0.0,8.0,0.0,0.0
1,-1.2000000476837158,1.2000000476837158,70.0,0.0,0.0,7.0,0.0,0.0
2,-2.299999952316284,1.2999999523162842,74.0,0.0,0.0,0.0,0.0,0.0
3,-2.5,0.8999999761581421,76.0,0.0,0.0,0.0,0.0,0.0
4,-2.5,0.6000000238418579,77.0,0.0,0.0,0.0,0.0,0.0
5,-2.9000000953674316,1.5,81.0,0.0,0.0,0.0,0.0,0.0
6,-3.5,1.2000000476837158,84.0,0.0,0.0,0.0,0.0,0.0
7,-2.799999952316284,1.899999976158142,73.0,0.0,0.0,0.0,0.0,0.0
8,-2.299999952316284,0.5,64.0,0.0,0.07000000029802322,0.0,0.0,3.799999952316284
9,-2.799999952316284,1.2000000476837158,83.0,0.800000011920929,0.3799999952316284,0.0,0.0,104.19999694824219
10,-0.699999988079071,0.20000000298023224,63.0,1.0,0.9300000071525574,0.0,0.0,230.60000610351562
11,0.800000011920929,0.800000011920929,56.0,0.30000001192092896,0.9700000286102295,7.0,7.0,355.79998779296875
12,3.5999999046325684,0.6000000238418579,48.0,1.0,1.840000033378601,0.0,0.0,421.6000061035156
13,4.699999809265137,1.2000000476837158,49.0,0.8999999761581421,1.940000057220459,5.0,5.0,486.3999938964844
14,5.800000190734863,0.6000000238418579,46.0,1.0,1.8899999856948853,2.0,2.0,447.79998779296875
15,6.599999904632568,0.800000011920929,48.0,0.699999988079071,1.2699999809265137,7.0,7.0,111.4000015258789
16,5.599999904632568,0.8999999761581421,57.0,0.0,0.4399999976158142,9.0,9.0,59.70000076293945
17,4.5,1.100000023841858,61.0,0.10000000149011612,0.25999999046325684,4.0,4.0,14.300000190734863
18,4.099999904632568,0.6000000238418579,62.0,0.0,0.07999999821186066,0.0,0.0,0.0
19,3.299999952316284,0.0,72.0,0.0,0.0,4.0,0.0,0.0
20,2.700000047683716,0.30000001192092896,81.0,0.0,0.0,8.0,3.0,0.0
21,2.200000047683716,0.6000000238418579,83.0,0.0,0.0,8.0,0.0,0.0
22,1.899999976158142,0.20000000298023224,86.0,0.0,0.0,10.0,9.0,0.0
23,1.399999976158142,0.20000000298023224,88.0,0.0,0.0,8.0,8.0,0.0
24,1.7000000476837158,0.0,90.0,0.0,0.0,10.0,6.0,0.0
25,1.2999999523162842,0.20000000298023224,93.0,0.0,0.0,10.0,3.0,0.0
26,1.2000000476837158,0.30000001192092896,92.0,0.0,0.0,9.0,0.0,0.0
27,1.100000023841858,0.800000011920929,92.0,0.0,0.0,10.0,9.0,0.0
28,1.2000000476837158,0.8999999761581421,93.0,0.0,0.0,10.0,8.0,0.0
29,1.2000000476837158,0.10000000149011612,95.0,0.0,0.0,10.0,7.0,0.0
30,1.399999976158142,0.5,94.0,0.0,0.0,9.0,9.0,0.0
31,1.899999976158142,2.299999952316284,84.0,0.0,0.0,7.0,7.0,0.0
32,1.100000023841858,1.2999999523162842,67.0,0.0,0.07000000029802322,5.0,5.0,4.099999904632568
33,1.7000000476837158,1.7999999523162842,62.0,0.699999988079071,0.41999998688697815,5.0,5.0,69.4000015258789
34,2.700000047683716,3.0999999046325684,58.0,0.800000011920929,0.949999988079071,6.0,6.0,346.8999938964844
35,2.9000000953674316,3.4000000953674316,50.0,0.8999999761581421,1.4600000381469727,4.0,4.0,373.8999938964844
36,2.0999999046325684,2.4000000953674316,54.0,0.4000000059604645,1.2300000190734863,7.0,7.0,127.19999694824219
37,1.600000023841858,2.799999952316284,54.0,0.0,0.8899999856948853,8.0,8.0,121.0999984741211
38,1.2999999523162842,3.200000047683716,50.0,0.0,0.9200000166893005,9.0,6.0,282.5
39,0.30000001192092896,1.899999976158142,49.0,0.0,0.800000011920929,9.0,4.0,107.30000305175781
40,-0.20000000298023224,2.299999952316284,48.0,0.0,0.5299999713897705,9.0,2.0,79.0
41,-0.800000011920929,3.299999952316284,47.0,0.20000000298023224,0.38999998569488525,9.0,3.0,15.399999618530273
42,-1.5,1.2000000476837158,48.0,0.0,0.07999999821186066,9.0,4.0,0.0
43,-2.0999999046325684,1.7999999523162842,49.0,0.0,0.0,9.0,6.0,0.0
44,-2.5,3.0,52.0,0.0,0.0,8.0,0.0,0.0
45,-2.799999952316284,2.5,55.0,0.0,0.0,8.0,0.0,0.0
46,-3.200000047683716,2.299999952316284,58.0,0.0,0.0,10.0,4.0,0.0
47,-3.5,3.0999999046325684,63.0,0.0,0.0,9.0,9.0,0.0
48,-4.0,2.0999999046325684,65.0,0.0,0.0,7.0,7.0,0.0
49,-4.300000190734863,1.7000000476837158,64.0,0.0,0.0,7.0,7.0,0.0
50,-4.900000095367432,2.4000000953674316,62.0,0.0,0.0,8.0,6.0,0.0
51,-5.099999904632568,1.7000000476837158,61.0,0.0,0.0,9.0,9.0,0.0
52,-5.099999904632568,1.7999999523162842,60.0,0.0,0.0,9.0,9.0,0.0
53,-5.400000095367432,1.0,61.0,0.0,0.0,9.0,9.0,0.0
54,-5.400000095367432,1.7999999523162842,59.0,0.0,0.0,7.0,7.0,0.0
55,-5.400000095367432,1.100000023841858,62.0,0.0,0.0,9.0,9.0,0.0
56,-4.900000095367432,1.7999999523162842,57.0,0.0,0.07000000029802322,9.0,9.0,1.600000023841858
57,-4.5,2.5,55.0,0.4000000059604645,0.3400000035762787,6.0,6.0,48.20000076293945
58,-3.9000000953674316,1.5,55.0,0.699999988079071,0.800000011920929,6.0,6.0,226.0
59,-1.7999999523162842,2.799999952316284,53.0,1.0,1.5099999904632568,7.0,7.0,465.70001220703125
60,-0.800000011920929,1.0,51.0,1.0,1.7000000476837158,7.0,7.0,369.5
61,-0.800000011920929,0.699999988079071,51.0,0.800000011920929,1.7400000095367432,5.0,5.0,513.0999755859375
62,0.10000000149011612,1.100000023841858,50.0,0.8999999761581421,1.7699999809265137,5.0,5.0,487.70001220703125
63,1.5,1.2000000476837158,44.0,1.0,1.559999942779541,4.0,4.0,361.1000061035156
64,0.4000000059604645,0.8999999761581421,48.0,0.8999999761581421,1.0299999713897705,5.0,5.0,232.60000610351562
65,-0.30000001192092896,2.5,55.0,0.20000000298023224,0.3499999940395355,9.0,9.0,7.400000095367432
66,-1.7999999523162842,2.299999952316284,81.0,0.0,0.07999999821186066,10.0,8.0,0.0
67,-1.7999999523162842,2.0,87.0,0.0,0.0,8.0,8.0,0.0
68,-1.7000000476837158,1.2000000476837158,84.0,0.0,0.0,9.0,4.0,0.0
69,-1.5,0.5,83.0,0.0,0.0,8.0,8.0,0.0
70,-1.899999976158142,2.0999999046325684,92.0,0.0,0.0,9.0,9.0,0.0
71,-1.899999976158142,1.899999976158142,96.0,0.0,0.0,9.0,9.0,0.0
72,-1.600000023841858,3.5,93.0,0.0,0.0,10.0,7.0,0.0
73,-2.5,2.799999952316284,69.0,0.0,0.0,9.0,9.0,0.0
74,-3.700000047683716,3.0999999046325684,62.0,0.0,0.0,10.0,3.0,0.0
75,-4.599999904632568,2.0,91.0,0.0,0.0,10.0,8.0,0.0
76,-5.300000190734863,2.200000047683716,87.0,0.0,0.0,8.0,8.0,0.0
77,-6.199999809265137,2.5,77.0,0.0,0.0,9.0,9.0,0.0
78,-6.599999904632568,1.2000000476837158,77.0,0.0,0.0,10.0,8.0,0.0
79,-7.0,2.0999999046325684,69.0,0.0,0.0,8.0,8.0,0.0
80,-7.400000095367432,1.2999999523162842,84.0,0.0,0.05999999865889549,10.0,7.0,0.0
81,-8.0,3.0,84.0,0.0,0.15000000596046448,10.0,8.0,0.800000011920929
82,-8.699999809265137,2.5999999046325684,86.0,0.0,0.36000001430511475,10.0,8.0,0.699999988079071
83,-8.800000190734863,2.5999999046325684,82.0,0.0,0.4300000071525574,10.0,8.0,1.2000000476837158
84,-8.399999618530273,3.0,78.0,0.0,0.6200000047683716,10.0,8.0,2.0999999046325684
85,-8.5,2.5,72.0,0.0,0.6800000071525574,8.0,8.0,2.0999999046325684
86,-7.5,2.5,60.0,0.0,0.949999988079071,8.0,8.0,2.9000000953674316
87,-7.900000095367432,3.0999999046325684,56.0,0.0,0.9200000166893005,8.0,8.0,1.600000023841858
88,-8.100000381469727,3.0999999046325684,57.0,0.0,0.5799999833106995,8.0,8.0,0.10000000149011612
89,-8.899999618530273,2.0,56.0,0.0,0.3199999928474426,7.0,7.0,0.5
90,-9.699999809265137,2.9000000953674316,59.0,0.0,0.09000000357627869,6.0,6.0,0.0
91,-10.100000381469727,2.0999999046325684,59.0,0.0,0.0,0.0,0.0,0.0
92,-10.5,2.5,54.0,0.0,0.0,5.0,3.0,0.0
93,-11.100000381469727,2.299999952316284,55.0,0.0,0.0,6.0,0.0,0.0
94,-11.199999809265137,1.7000000476837158,53.0,0.0,0.0,10.0,8.0,0.0
95,-11.300000190734863,1.600000023841858,54.0,0.0,0.0,10.0,10.0,0.0
96,-10.899999618530273,1.100000023841858,53.0,0.0,0.0,9.0,9.0,0.0
97,-11.300000190734863,0.699999988079071,53.0,0.0,0.0,7.0,7.0,0.0
98,-11.5,1.0,54.0,0.0,0.0,10.0,0.0,0.0
99,-12.199999809265137,1.399999976158142,67.0,0.0,0.0,7.0,7.0,0.0
100,-12.600000381469727,1.100000023841858,69.0,0.0,0.0,4.0,4.0,0.0
101,-12.699999809265137,3.9000000953674316,65.0,0.0,0.0,8.0,8.0,0.0
102,-13.199999809265137,3.799999952316284,67.0,0.0,0.0,3.0,3.0,0.0
103,-13.199999809265137,3.5999999046325684,63.0,0.0,0.0,0.0,0.0,0.0
104,-13.399999618530273,3.299999952316284,63.0,0.0,0.07000000029802322,0.0,0.0,0.10000000149011612
105,-12.199999809265137,3.0,58.0,0.800000011920929,0.38999998569488525,0.0,0.0,1.100000023841858
106,-10.5,3.9000000953674316,48.0,1.0,1.1399999856948853,0.0,0.0,5.099999904632568
107,-9.199999809265137,3.5,45.0,1.0,1.7300000190734863,0.0,0.0,15.800000190734863
108,-7.699999809265137,2.4000000953674316,44.0,1.0,2.009999990463257,0.0,0.0,22.899999618530273
109,-6.699999809265137,2.0999999046325684,41.0,1.0,2.0299999713897705,6.0,0.0,16.5
110,-6.699999809265137,2.200000047683716,51.0,0.5,1.5199999809265137,9.0,9.0,4.699999809265137
111,-6.300000190734863,3.0,52.0,0.4000000059604645,1.3799999952316284,5.0,5.0,17.100000381469727
112,-6.0,2.5999999046325684,50.0,1.0,1.1699999570846558,0.0,0.0,9.199999809265137
113,-6.900000095367432,3.4000000953674316,52.0,0.8999999761581421,0.5799999833106995,8.0,8.0,0.800000011920929
114,-7.900000095367432,3.200000047683716,55.0,0.4000000059604645,0.12999999523162842,6.0,6.0,0.0
115,-8.899999618530273,3.0999999046325684,52.0,0.0,0.0,2.0,2.0,0.0
116,-9.399999618530273,2.700000047683716,53.0,0.0,0.0,3.0,3.0,0.0
117,-9.699999809265137,2.700000047683716,51.0,0.0,0.0,0.0,0.0,0.0
118,-10.0,1.899999976158142,52.0,0.0,0.0,0.0,0.0,0.0
119,-10.399999618530273,1.899999976158142,55.0,0.0,0.0,10.0,0.0,0.0
120,-3.4000000953674316,0.20000000298023224,90.0,0.0,0.0,10.0,5.0,0.0
121,-3.0,0.4000000059604645,89.0,0.0,0.0,10.0,9.0,0.0
122,-3.5,0.30000001192092896,89.0,0.0,0.0,10.0,0.0,0.0
123,-3.5,0.6000000238418579,90.0,0.0,0.0,10.0,8.0,0.0
124,-3.4000000953674316,0.10000000149011612,86.0,0.0,0.0,10.0,8.0,0.0
125,-3.4000000953674316,0.4000000059604645,86.0,0.0,0.0,10.0,8.0,0.0
126,-3.299999952316284,0.6000000238418579,88.0,0.0,0.0,10.0,4.0,0.0
127,-3.700000047683716,0.5,87.0,0.0,0.0,10.0,4.0,0.0
128,-4.800000190734863,0.8999999761581421,91.0,0.0,0.05999999865889549,7.0,7.0,3.5
129,-3.5999999046325684,0.6000000238418579,88.0,0.10000000149011612,0.3499999940395355,7.0,3.0,62.20000076293945
130,-2.4000000953674316,0.800000011920929,79.0,0.0,0.550000011920929,10.0,7.0,78.0999984741211
131,-1.5,0.8999999761581421,75.0,0.0,0.7599999904632568,9.0,9.0,159.39999389648438
132,-1.0,0.8999999761581421,69.0,0.0,0.8399999737739563,9.0,9.0,107.9000015258789
133,-1.100000023841858,1.0,67.0,0.0,0.5799999833106995,9.0,9.0,110.19999694824219
134,-0.4000000059604645,0.6000000238418579,65.0,0.0,0.8100000023841858,10.0,1.0,139.60000610351562
135,-0.20000000298023224,0.6000000238418579,66.0,0.0,0.8100000023841858,10.0,10.0,99.19999694824219
136,0.20000000298023224,0.6000000238418579,65.0,0.0,0.6800000071525574,10.0,10.0,61.20000076293945
137,-0.10000000149011612,0.6000000238418579,64.0,0.0,0.28999999165534973,10.0,10.0,12.399999618530273
138,-0.5,0.800000011920929,67.0,0.0,0.09000000357627869,10.0,10.0,0.0
139,-0.699999988079071,1.2999999523162842,67.0,0.0,0.0,9.0,8.0,0.0
140,-1.7000000476837158,1.5,72.0,0.0,0.0,4.0,2.0,0.0
141,-1.5,0.800000011920929,74.0,0.0,0.0,4.0,0.0,0.0
142,-1.899999976158142,0.699999988079071,77.0,0.0,0.0,8.0,8.0,0.0
143,-2.5999999046325684,0.0,85.0,0.0,0.0,2.0,2.0,0.0
144,-3.0999999046325684,0.0,87.0,0.0,0.0,5.0,5.0,0.0
145,-3.200000047683716,0.4000000059604645,87.0,0.0,0.0,2.0,2.0,0.0
146,-3.200000047683716,0.8999999761581421,90.0,0.0,0.0,8.0,8.0,0.0
147,-3.5,0.0,94.0,0.0,0.0,6.0,6.0,0.0
148,-4.0,1.0,95.0,0.0,0.0,6.0,6.0,0.0
149,-4.5,0.6000000238418579,95.0,0.0,0.0,8.0,8.0,0.0
150,-4.300000190734863,0.5,95.0,0.0,0.0,8.0,8.0,0.0
151,-4.699999809265137,0.20000000298023224,96.0,0.0,0.0,8.0,8.0,0.0
152,-4.599999904632568,0.20000000298023224,96.0,0.0,0.07000000029802322,4.0,4.0,0.10000000149011612
153,-3.799999952316284,0.10000000149011612,95.0,0.0,0.2199999988079071,10.0,7.0,1.899999976158142
154,-2.4000000953674316,0.20000000298023224,94.0,0.5,0.6100000143051147,8.0,8.0,24.0
155,-0.10000000149011612,0.8999999761581421,81.0,0.8999999761581421,1.440000057220459,0.0,0.0,55.900001525878906
156,1.7000000476837158,0.699999988079071,69.0,1.0,2.1600000858306885,0.0,0.0,271.70001220703125
157,2.4000000953674316,1.0,62.0,1.0,2.0,2.0,2.0,396.29998779296875
158,3.4000000953674316,1.0,50.0,1.0,1.909999966621399,0.0,0.0,371.1000061035156
159,3.200000047683716,2.0,50.0,0.699999988079071,1.3300000429153442,7.0,7.0,103.19999694824219
160,2.799999952316284,2.200000047683716,54.0,0.20000000298023224,0.699999988079071,8.0,8.0,74.5999984741211
161,1.5,1.7000000476837158,69.0,0.0,0.25,9.0,9.0,21.299999237060547
162,1.2999999523162842,0.6000000238418579,74.0,0.0,0.09000000357627869,6.0,6.0,0.0
163,1.7000000476837158,1.0,68.0,0.0,0.0,10.0,9.0,0.0
164,1.7000000476837158,1.0,69.0,0.0,0.0,9.0,4.0,0.0
165,1.399999976158142,0.800000011920929,75.0,0.0,0.0,7.0,7.0,0.0
166,1.2999999523162842,0.0,79.0,0.0,0.0,9.0,9.0,0.0
167,0.4000000059604645,0.0,86.0,0.0,0.0,5.0,5.0,0.0
168,0.10000000149011612,0.0,91.0,0.0,0.0,0.0,0.0,0.0
169,-0.4000000059604645,0.0,93.0,0.0,0.0,0.0,0.0,0.0
170,-1.0,0.10000000149011612,94.0,0.0,0.0,0.0,0.0,0.0
171,-1.100000023841858,0.699999988079071,95.0,0.0,0.0,7.0,7.0,0.0
172,-1.0,0.20000000298023224,94.0,0.0,0.0,8.0,8.0,0.0
173,-1.7999999523162842,0.8999999761581421,95.0,0.0,0.0,1.0,1.0,0.0
174,-1.899999976158142,0.5,95.0,0.0,0.0,3.0,3.0,0.0
175,-2.0,0.20000000298023224,95.0,0.0,0.0,3.0,3.0,0.0
176,-1.7999999523162842,0.0,95.0,0.0,0.07000000029802322,2.0,2.0,3.4000000953674316
177,-0.8999999761581421,0.0,94.0,0.20000000298023224,0.3199999928474426,0.0,0.0,87.0999984741211
178,1.0,0.10000000149011612,82.0,1.0,1.0499999523162842,0.0,0.0,215.60000610351562
179,3.799999952316284,0.20000000298023224,69.0,1.0,1.440000057220459,0.0,0.0,346.70001220703125
180,6.599999904632568,1.0,57.0,1.0,1.7799999713897705,0.0,0.0,418.1000061035156
181,8.800000190734863,1.2999999523162842,51.0,1.0,1.9500000476837158,0.0,0.0,448.29998779296875
182,10.5,2.799999952316284,51.0,1.0,1.850000023841858,0.0,0.0,413.0
183,10.899999618530273,4.5,52.0,1.0,1.5499999523162842,0.0,0.0,335.8999938964844
184,10.699999809265137,3.9000000953674316,54.0,1.0,1.0800000429153442,0.0,0.0,187.60000610351562
185,9.800000190734863,3.0,58.0,0.8999999761581421,0.5299999713897705,0.0,0.0,43.0
186,8.399999618530273,2.700000047683716,64.0,0.0,0.11999999731779099,0.0,0.0,0.0
187,7.699999809265137,2.700000047683716,70.0,0.0,0.0,0.0,0.0,0.0
188,7.300000190734863,1.600000023841858,75.0,0.0,0.0,1.0,0.0,0.0
189,6.699999809265137,1.0,78.0,0.0,0.0,8.0,8.0,0.0
190,6.5,0.800000011920929,80.0,0.0,0.0,8.0,8.0,0.0
191,6.400000095367432,0.4000000059604645,81.0,0.0,0.0,4.0,4.0,0.0
192,5.699999809265137,0.6000000238418579,85.0,0.0,0.0,9.0,9.0,0.0
193,5.0,0.10000000149011612,90.0,0.0,0.0,7.0,7.0,0.0
194,4.0,0.699999988079071,95.0,0.0,0.0,1.0,1.0,0.0
195,3.299999952316284,0.5,96.0,0.0,0.0,1.0,1.0,0.0
196,2.0,0.699999988079071,96.0,0.0,0.0,3.0,3.0,0.0
197,1.899999976158142,0.10000000149011612,97.0,0.0,0.0,0.0,0.0,0.0
198,1.7999999523162842,0.699999988079071,98.0,0.0,0.0,0.0,0.0,0.0
199,0.800000011920929,0.30000001192092896,98.0,0.0,0.0,0.0,0.0,0.0
200,0.6000000238418579,0.30000001192092896,98.0,0.0,0.07000000029802322,0.0,0.0,2.799999952316284
201,1.7000000476837158,0.0,98.0,0.5,0.3499999940395355,0.0,0.0,61.70000076293945
202,3.5,0.6000000238418579,96.0,1.0,0.949999988079071,0.0,0.0,252.89999389648438
203,6.400000095367432,0.699999988079071,82.0,1.0,1.4900000095367432,0.0,0.0,389.20001220703125
204,8.600000381469727,0.8999999761581421,62.0,1.0,1.8899999856948853,0.0,0.0,481.20001220703125
205,10.5,0.30000001192092896,54.0,1.0,2.0399999618530273,0.0,0.0,502.1000061035156
206,11.800000190734863,1.0,51.0,1.0,1.9500000476837158,0.0,0.0,455.6000061035156
207,12.0,0.8999999761581421,48.0,1.0,1.6200000047683716,0.0,0.0,360.20001220703125
208,12.199999809265137,0.4000000059604645,46.0,1.0,1.1399999856948853,0.0,0.0,210.8000030517578
209,12.100000381469727,1.7000000476837158,42.0,1.0,0.5400000214576721,0.0,0.0,45.099998474121094
210,10.600000381469727,1.5,51.0,0.0,0.11999999731779099,0.0,0.0,0.0
211,9.800000190734863,2.4000000953674316,63.0,0.0,0.0,0.0,0.0,0.0
212,8.600000381469727,1.2000000476837158,67.0,0.0,0.0,0.0,0.0,0.0
213,8.399999618530273,0.800000011920929,72.0,0.0,0.0,0.0,0.0,0.0
214,7.5,1.2000000476837158,78.0,0.0,0.0,0.0,0.0,0.0
215,6.199999809265137,0.4000000059604645,86.0,0.0,0.0,0.0,0.0,0.0
216,6.0,1.2999999523162842,89.0,0.0,0.0,0.0,0.0,0.0
217,5.599999904632568,1.100000023841858,88.0,0.0,0.0,9.0,0.0,0.0
218,5.099999904632568,0.10000000149011612,94.0,0.0,0.0,10.0,0.0,0.0
219,4.199999809265137,0.30000001192092896,95.0,0.0,0.0,2.0,2.0,0.0
220,4.0,0.800000011920929,93.0,0.0,0.0,3.0,3.0,0.0
221,4.199999809265137,0.800000011920929,95.0,0.0,0.0,5.0,5.0,0.0
222,3.5999999046325684,0.800000011920929,96.0,0.0,0.0,7.0,7.0,0.0
223,3.5,0.30000001192092896,95.0,0.0,0.0,10.0,5.0,0.0
224,4.900000095367432,0.30000001192092896,96.0,0.0,0.07000000029802322,10.0,7.0,1.399999976158142
225,5.699999809265137,0.8999999761581421,94.0,0.10000000149011612,0.23999999463558197,10.0,8.0,61.900001525878906
226,7.5,0.4000000059604645,90.0,0.20000000298023224,0.4399999976158142,9.0,9.0,156.3000030517578
227,11.300000190734863,1.600000023841858,78.0,0.30000001192092896,0.9599999785423279,9.0,6.0,200.89999389648438
228,13.5,3.0,73.0,0.6000000238418579,1.3899999856948853,7.0,4.0,428.79998779296875
229,14.800000190734863,3.4000000953674316,65.0,0.6000000238418579,1.5499999523162842,9.0,6.0,249.8000030517578
230,14.899999618530273,3.799999952316284,61.0,0.30000001192092896,1.2300000190734863,10.0,5.0,127.30000305175781
231,14.399999618530273,4.800000190734863,66.0,0.10000000149011612,0.7300000190734863,10.0,8.0,90.0
232,14.300000190734863,3.5999999046325684,64.0,0.0,0.46000000834465027,10.0,7.0,83.9000015258789
233,13.100000381469727,2.9000000953674316,75.0,0.0,0.3100000023841858,10.0,7.0,3.200000047683716
234,11.199999809265137,1.600000023841858,83.0,0.0,0.07999999821186066,10.0,7.0,0.0
