,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
210101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.2,4.0,8.2,19.5,21.8,11.0,15.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
210102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,12.2,23.3,35.4,38.0,37.7,32.3,21.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
210103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.9,21.2,19.7,37.7,32.8,29.1,8.5,3.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0
210104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.3,22.6,34.6,39.0,44.8,41.7,10.2,5.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0
210105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.4,31.9,34.1,11.5,11.2,23.9,9.8,7.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0
210106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.8,19.6,40.9,36.9,44.0,42.1,33.2,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.7,0.7,0.7,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
210108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.1,4.0,3.6,0.8,3.2,1.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
210109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.6,5.6,8.0,17.6,29.6,15.9,21.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0
210110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.4,10.9,33.6,42.6,24.6,43.3,7.9,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
210111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.2,9.9,20.0,13.8,13.9,17.1,12.1,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.6,7.2,32.6,41.8,37.2,10.9,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
210113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.5,20.5,32.1,37.1,38.7,35.0,28.6,17.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0
210114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.6,22.1,32.5,39.4,41.0,37.5,30.5,19.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0
210115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.9,13.5,17.3,47.5,25.9,11.0,7.8,7.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0
210116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.6,8.0,11.2,45.6,14.1,9.8,7.6,8.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0
210117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.9,26.5,38.1,44.5,47.7,12.9,38.8,27.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
210118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,8.0,13.4,8.2,16.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0
210119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.9,26.3,37.5,43.4,45.9,44.6,37.9,26.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0
210120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,26.1,37.2,43.2,44.9,41.7,35.7,16.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0
210121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,13.1,14.9,12.7,5.1,3.9,5.9,0.0,3.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0
210122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,5.6,4.0,7.7,17.2,7.1,5.9,4.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0
210123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,7.9,6.2,10.9,7.9,5.8,4.0,0.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0
210124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,16.0,35.3,42.5,26.8,34.9,26.9,26.5,8.9,0.5,0.0,0.0,0.0,0.0,0.0
210125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.6,24.1,34.6,37.1,44.6,42.1,37.0,25.1,10.3,0.0,0.0,0.0,0.0,0.0,0.0
210126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,4.8,4.8,4.7,17.3,10.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.8,27.6,38.7,45.3,46.6,44.5,32.2,19.9,4.7,0.0,0.0,0.0,0.0,0.0,0.0
210128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.4,25.0,32.8,4.8,1.8,15.1,7.3,4.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0
210129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,39.2,46.3,42.8,46.3,40.1,28.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0
210130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.8,22.4,31.5,12.2,35.6,21.2,8.3,21.9,2.8,0.5,0.0,0.0,0.0,0.0,0.0
210131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.6,24.6,22.4,32.1,21.5,32.4,15.8,8.6,1.0,0.5,0.0,0.0,0.0,0.0,0.0
210201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.9,11.2,11.8,9.2,5.1,8.5,4.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0
210202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.6,29.8,40.9,48.4,50.8,49.3,43.6,31.9,14.1,0.5,0.0,0.0,0.0,0.0,0.0
210203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.2,29.1,40.3,46.6,48.9,46.8,39.6,25.5,8.0,0.5,0.0,0.0,0.0,0.0,0.0
210204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.6,24.1,40.1,48.3,50.7,49.3,43.9,31.9,15.7,0.6,0.0,0.0,0.0,0.0,0.0
210205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.1,34.1,24.1,28.3,20.6,17.4,15.9,5.6,0.5,0.0,0.0,0.0,0.0,0.0
210206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.0,8.3,9.2,10.2,15.0,17.6,11.3,21.8,7.3,0.5,0.0,0.0,0.0,0.0,0.0
210207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,9.6,22.1,32.1,40.3,39.5,42.4,32.9,25.7,7.7,0.6,0.0,0.0,0.0,0.0,0.0
210208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,15.1,29.2,40.4,47.4,50.7,50.0,44.3,33.6,18.8,0.6,0.0,0.0,0.0,0.0,0.0
210209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,15.6,29.3,39.7,46.3,49.5,49.2,43.5,32.9,15.7,0.6,0.0,0.0,0.0,0.0,0.0
210210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,14.0,27.9,38.4,42.9,46.0,44.7,38.2,28.1,10.3,0.6,0.0,0.0,0.0,0.0,0.0
210211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,15.9,24.4,28.7,25.8,22.0,15.0,10.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0
210212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,28.6,34.7,44.6,47.7,46.9,38.6,28.7,15.4,0.0,0.0,0.0,0.0,0.0,0.0
210213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,14.7,28.0,38.3,44.4,45.5,43.8,39.2,29.2,14.6,0.0,0.0,0.0,0.0,0.0,0.0
210214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.4,9.1,12.1,20.6,16.1,23.8,12.2,7.5,3.0,0.6,0.0,0.0,0.0,0.0,0.0
210215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,11.4,11.0,14.4,16.7,11.0,11.2,3.0,0.6,0.0,0.0,0.0,0.0,0.0
210216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,16.5,30.2,40.2,47.6,51.9,40.2,9.7,1.0,3.2,0.7,0.0,0.0,0.0,0.0,0.0
210217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9,1.8,3.5,8.2,7.7,10.3,2.7,3.7,0.6,0.0,0.0,0.0,0.0,0.0
210218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.7,2.8,11.3,17.7,16.9,29.4,14.1,15.5,0.7,0.0,0.0,0.0,0.0,0.0
210219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,17.3,31.9,42.2,48.0,49.5,47.6,40.9,30.3,17.0,0.7,0.0,0.0,0.0,0.0,0.0
210220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,13.7,25.5,35.4,41.2,43.3,42.1,37.5,27.0,12.9,0.8,0.0,0.0,0.0,0.0,0.0
210221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,20.1,30.8,38.8,43.6,46.4,45.7,40.9,31.2,17.0,2.0,0.0,0.0,0.0,0.0,0.0
210222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,14.9,27.2,36.0,42.1,42.9,40.8,37.8,28.7,15.7,0.8,0.0,0.0,0.0,0.0,0.0
210223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.7,34.5,38.3,37.7,44.7,34.8,32.1,26.3,15.1,0.9,0.0,0.0,0.0,0.0,0.0
210224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.0,5.3,4.7,6.5,9.2,17.2,15.2,6.7,4.3,0.7,0.0,0.0,0.0,0.0,0.0
210225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,4.1,7.9,4.5,4.4,6.3,6.2,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0
