瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),吝窍摸款樊(10盒困)
156,堡林,2021-01-01 0:00,-1.8,1.3,79,,,8,8
156,堡林,2021-01-01 1:00,-2.9,1.1,83,,,3,3
156,堡林,2021-01-01 2:00,-2.9,1,81,,,8,8
156,堡林,2021-01-01 3:00,-2.8,0.1,86,,,9,9
156,堡林,2021-01-01 4:00,-2.9,0.7,87,,,8,8
156,堡林,2021-01-01 5:00,-4.1,1.3,93,,,3,3
156,堡林,2021-01-01 6:00,-4.8,1,92,,,3,3
156,堡林,2021-01-01 7:00,-4.3,0.5,94,,,8,8
156,堡林,2021-01-01 8:00,-3.9,0.2,95,0,0.06,9,9
156,堡林,2021-01-01 9:00,-3,0.6,95,0.1,0.19,7,7
156,堡林,2021-01-01 10:00,-2.5,0.3,93,0.1,0.33,7,7
156,堡林,2021-01-01 11:00,-0.9,0.3,86,0.4,0.66,8,8
156,堡林,2021-01-01 12:00,0.4,0.9,79,0.8,1.73,7,7
156,堡林,2021-01-01 13:00,1.5,0.8,74,0.7,1.75,7,7
156,堡林,2021-01-01 14:00,1.7,2.2,74,0.9,1.7,6,6
156,堡林,2021-01-01 15:00,2.8,1.5,70,0.7,1.42,7,7
156,堡林,2021-01-01 16:00,2.4,0.9,63,0.4,0.73,5,5
156,堡林,2021-01-01 17:00,2.1,1,67,0.2,0.35,8,8
156,堡林,2021-01-01 18:00,1.1,1.1,78,0,0.08,7,7
156,堡林,2021-01-01 19:00,1.5,1.1,72,,,9,8
156,堡林,2021-01-01 20:00,1.8,1,68,,,8,8
156,堡林,2021-01-01 21:00,1.1,0.9,76,,,8,8
156,堡林,2021-01-01 22:00,0.8,0.7,84,,,8,8
156,堡林,2021-01-01 23:00,0.7,1.1,87,,,9,6
156,堡林,2021-01-02 0:00,0.7,0.6,89,,,10,8
156,堡林,2021-01-02 1:00,0.2,0.2,95,,,8,8
156,堡林,2021-01-02 2:00,0.1,0,97,,,8,6
156,堡林,2021-01-02 3:00,-0.1,0.4,98,,,10,8
156,堡林,2021-01-02 4:00,0.2,0.2,98,,,10,8
156,堡林,2021-01-02 5:00,0,0.1,98,,,8,8
156,堡林,2021-01-02 6:00,0.1,0.1,98,,,10,8
156,堡林,2021-01-02 7:00,0,0.8,98,,,10,8
156,堡林,2021-01-02 8:00,-0.5,2.4,97,0,0.07,10,5
156,堡林,2021-01-02 9:00,-0.3,2.3,94,0.4,0.25,8,8
156,堡林,2021-01-02 10:00,0.7,2.1,79,1,0.85,5,5
156,堡林,2021-01-02 11:00,1.4,2.4,64,1,1.77,0,0
156,堡林,2021-01-02 12:00,1.5,2.4,55,1,1.87,2,2
156,堡林,2021-01-02 13:00,2.2,3.3,48,1,2.14,3,3
156,堡林,2021-01-02 14:00,2.5,2.7,46,1,2.01,1,1
156,堡林,2021-01-02 15:00,2.4,3.2,38,1,1.71,0,0
156,堡林,2021-01-02 16:00,1.7,3.6,33,1,1.22,0,0
156,堡林,2021-01-02 17:00,0.2,1.6,41,1,0.56,0,0
156,堡林,2021-01-02 18:00,-0.6,1.7,48,0.2,0.09,0,0
156,堡林,2021-01-02 19:00,-1,2.5,51,,,0,0
156,堡林,2021-01-02 20:00,-1.9,2.6,54,,,0,0
156,堡林,2021-01-02 21:00,-2.3,2.3,54,,,0,0
156,堡林,2021-01-02 22:00,-2.6,2.3,55,,,0,0
156,堡林,2021-01-02 23:00,-3.1,1.6,58,,,0,0
156,堡林,2021-01-03 0:00,-2.9,1.1,57,,,0,0
156,堡林,2021-01-03 1:00,-2.6,0.9,56,,,10,0
156,堡林,2021-01-03 2:00,-2.6,2,62,,,10,7
156,堡林,2021-01-03 3:00,-2.7,2.3,59,,,8,8
156,堡林,2021-01-03 4:00,-2.6,3.7,56,,,9,9
156,堡林,2021-01-03 5:00,-2.7,3.7,55,,,9,9
156,堡林,2021-01-03 6:00,-2.8,3,56,,,9,9
156,堡林,2021-01-03 7:00,-2.9,2.9,59,,,9,9
156,堡林,2021-01-03 8:00,-3.2,3.1,57,0,0.07,7,0
156,堡林,2021-01-03 9:00,-2.2,3.1,52,0.6,0.35,0,0
156,堡林,2021-01-03 10:00,-0.7,2.9,45,1,0.99,0,0
156,堡林,2021-01-03 11:00,0.3,2,42,1,1.54,8,0
156,堡林,2021-01-03 12:00,1.1,1.9,43,1,1.91,7,0
156,堡林,2021-01-03 13:00,2.3,2.3,44,1,1.93,7,0
156,堡林,2021-01-03 14:00,3.4,2.2,42,1,1.8,6,0
156,堡林,2021-01-03 15:00,2.8,1.3,47,0.5,1.13,9,9
156,堡林,2021-01-03 16:00,2.3,0.8,49,0,0.37,10,10
156,堡林,2021-01-03 17:00,1.5,1.6,51,0,0.21,10,10
156,堡林,2021-01-03 18:00,0.8,1.4,54,0,0.07,10,10
156,堡林,2021-01-03 19:00,0.5,2,55,,,10,10
156,堡林,2021-01-03 20:00,0.1,2.1,58,,,10,2
156,堡林,2021-01-03 21:00,-0.3,1.7,58,,,7,0
156,堡林,2021-01-03 22:00,-0.5,0.8,58,,,7,1
156,堡林,2021-01-03 23:00,-0.7,1,61,,,8,0
156,堡林,2021-01-04 0:00,-1.3,0.9,68,,,8,0
156,堡林,2021-01-04 1:00,-1.2,1.2,70,,,7,0
156,堡林,2021-01-04 2:00,-2.3,1.3,74,,,0,0
156,堡林,2021-01-04 3:00,-2.5,0.9,76,,,0,0
156,堡林,2021-01-04 4:00,-2.5,0.6,77,,,0,0
156,堡林,2021-01-04 5:00,-2.9,1.5,81,,,0,0
156,堡林,2021-01-04 6:00,-3.5,1.2,84,,,0,0
156,堡林,2021-01-04 7:00,-2.8,1.9,73,,,0,0
156,堡林,2021-01-04 8:00,-2.3,0.5,64,0,0.07,0,0
156,堡林,2021-01-04 9:00,-2.8,1.2,83,0.8,0.38,0,0
156,堡林,2021-01-04 10:00,-0.7,0.2,63,1,0.93,0,0
156,堡林,2021-01-04 11:00,0.8,0.8,56,0.3,0.97,7,7
156,堡林,2021-01-04 12:00,3.6,0.6,48,1,1.84,0,0
156,堡林,2021-01-04 13:00,4.7,1.2,49,0.9,1.94,5,5
156,堡林,2021-01-04 14:00,5.8,0.6,46,1,1.89,2,2
156,堡林,2021-01-04 15:00,6.6,0.8,48,0.7,1.27,7,7
156,堡林,2021-01-04 16:00,5.6,0.9,57,0,0.44,9,9
156,堡林,2021-01-04 17:00,4.5,1.1,61,0.1,0.26,4,4
156,堡林,2021-01-04 18:00,4.1,0.6,62,0,0.08,0,0
156,堡林,2021-01-04 19:00,3.3,0,72,,,4,0
156,堡林,2021-01-04 20:00,2.7,0.3,81,,,8,3
156,堡林,2021-01-04 21:00,2.2,0.6,83,,,8,0
156,堡林,2021-01-04 22:00,1.9,0.2,86,,,10,9
156,堡林,2021-01-04 23:00,1.4,0.2,88,,,8,8
156,堡林,2021-01-05 0:00,1.7,0,90,,,10,6
156,堡林,2021-01-05 1:00,1.3,0.2,93,,,10,3
156,堡林,2021-01-05 2:00,1.2,0.3,92,,,9,0
156,堡林,2021-01-05 3:00,1.1,0.8,92,,,10,9
156,堡林,2021-01-05 4:00,1.2,0.9,93,,,10,8
156,堡林,2021-01-05 5:00,1.2,0.1,95,,,10,7
156,堡林,2021-01-05 6:00,1.4,0.5,94,,,9,9
156,堡林,2021-01-05 7:00,1.9,2.3,84,,,7,7
156,堡林,2021-01-05 8:00,1.1,1.3,67,0,0.07,5,5
156,堡林,2021-01-05 9:00,1.7,1.8,62,0.7,0.42,5,5
156,堡林,2021-01-05 10:00,2.7,3.1,58,0.8,0.95,6,6
156,堡林,2021-01-05 11:00,2.9,3.4,50,0.9,1.46,4,4
156,堡林,2021-01-05 12:00,2.1,2.4,54,0.4,1.23,7,7
156,堡林,2021-01-05 13:00,1.6,2.8,54,0,0.89,8,8
156,堡林,2021-01-05 14:00,1.3,3.2,50,0,0.92,9,6
156,堡林,2021-01-05 15:00,0.3,1.9,49,0,0.8,9,4
156,堡林,2021-01-05 16:00,-0.2,2.3,48,0,0.53,9,2
156,堡林,2021-01-05 17:00,-0.8,3.3,47,0.2,0.39,9,3
156,堡林,2021-01-05 18:00,-1.5,1.2,48,0,0.08,9,4
156,堡林,2021-01-05 19:00,-2.1,1.8,49,,,9,6
156,堡林,2021-01-05 20:00,-2.5,3,52,,,8,0
156,堡林,2021-01-05 21:00,-2.8,2.5,55,,,8,0
156,堡林,2021-01-05 22:00,-3.2,2.3,58,,,10,4
156,堡林,2021-01-05 23:00,-3.5,3.1,63,,,9,9
156,堡林,2021-01-06 0:00,-4,2.1,65,,,7,7
156,堡林,2021-01-06 1:00,-4.3,1.7,64,,,7,7
156,堡林,2021-01-06 2:00,-4.9,2.4,62,,,8,6
156,堡林,2021-01-06 3:00,-5.1,1.7,61,,,9,9
156,堡林,2021-01-06 4:00,-5.1,1.8,60,,,9,9
156,堡林,2021-01-06 5:00,-5.4,1,61,,,9,9
156,堡林,2021-01-06 6:00,-5.4,1.8,59,,,7,7
156,堡林,2021-01-06 7:00,-5.4,1.1,62,,,9,9
156,堡林,2021-01-06 8:00,-4.9,1.8,57,0,0.07,9,9
156,堡林,2021-01-06 9:00,-4.5,2.5,55,0.4,0.34,6,6
156,堡林,2021-01-06 10:00,-3.9,1.5,55,0.7,0.8,6,6
156,堡林,2021-01-06 11:00,-1.8,2.8,53,1,1.51,7,7
156,堡林,2021-01-06 12:00,-0.8,1,51,1,1.7,7,7
156,堡林,2021-01-06 13:00,-0.8,0.7,51,0.8,1.74,5,5
156,堡林,2021-01-06 14:00,0.1,1.1,50,0.9,1.77,5,5
156,堡林,2021-01-06 15:00,1.5,1.2,44,1,1.56,4,4
156,堡林,2021-01-06 16:00,0.4,0.9,48,0.9,1.03,5,5
156,堡林,2021-01-06 17:00,-0.3,2.5,55,0.2,0.35,9,9
156,堡林,2021-01-06 18:00,-1.8,2.3,81,0,0.08,10,8
156,堡林,2021-01-06 19:00,-1.8,2,87,,,8,8
156,堡林,2021-01-06 20:00,-1.7,1.2,84,,,9,4
156,堡林,2021-01-06 21:00,-1.5,0.5,83,,,8,8
156,堡林,2021-01-06 22:00,-1.9,2.1,92,,,9,9
156,堡林,2021-01-06 23:00,-1.9,1.9,96,,,9,9
156,堡林,2021-01-07 0:00,-1.6,3.5,93,,,10,7
156,堡林,2021-01-07 1:00,-2.5,2.8,69,,,9,9
156,堡林,2021-01-07 2:00,-3.7,3.1,62,,,10,3
156,堡林,2021-01-07 3:00,-4.6,2,91,,,10,8
156,堡林,2021-01-07 4:00,-5.3,2.2,87,,,8,8
156,堡林,2021-01-07 5:00,-6.2,2.5,77,,,9,9
156,堡林,2021-01-07 6:00,-6.6,1.2,77,,,10,8
156,堡林,2021-01-07 7:00,-7,2.1,69,,,8,8
156,堡林,2021-01-07 8:00,-7.4,1.3,84,0,0.06,10,7
156,堡林,2021-01-07 9:00,-8,3,84,0,0.15,10,8
156,堡林,2021-01-07 10:00,-8.7,2.6,86,0,0.36,10,8
156,堡林,2021-01-07 11:00,-8.8,2.6,82,0,0.43,10,8
156,堡林,2021-01-07 12:00,-8.4,3,78,0,0.62,10,8
156,堡林,2021-01-07 13:00,-8.5,2.5,72,0,0.68,8,8
156,堡林,2021-01-07 14:00,-7.5,2.5,60,0,0.95,8,8
156,堡林,2021-01-07 15:00,-7.9,3.1,56,0,0.92,8,8
156,堡林,2021-01-07 16:00,-8.1,3.1,57,0,0.58,8,8
156,堡林,2021-01-07 17:00,-8.9,2,56,0,0.32,7,7
156,堡林,2021-01-07 18:00,-9.7,2.9,59,0,0.09,6,6
156,堡林,2021-01-07 19:00,-10.1,2.1,59,,,0,0
156,堡林,2021-01-07 20:00,-10.5,2.5,54,,,5,3
156,堡林,2021-01-07 21:00,-11.1,2.3,55,,,6,0
156,堡林,2021-01-07 22:00,-11.2,1.7,53,,,10,8
156,堡林,2021-01-07 23:00,-11.3,1.6,54,,,10,10
156,堡林,2021-01-08 0:00,-10.9,1.1,53,,,9,9
156,堡林,2021-01-08 1:00,-11.3,0.7,53,,,7,7
156,堡林,2021-01-08 2:00,-11.5,1,54,,,10,0
156,堡林,2021-01-08 3:00,-12.2,1.4,67,,,7,7
156,堡林,2021-01-08 4:00,-12.6,1.1,69,,,4,4
156,堡林,2021-01-08 5:00,-12.7,3.9,65,,,8,8
156,堡林,2021-01-08 6:00,-13.2,3.8,67,,,3,3
156,堡林,2021-01-08 7:00,-13.2,3.6,63,,,0,0
156,堡林,2021-01-08 8:00,-13.4,3.3,63,0,0.07,0,0
156,堡林,2021-01-08 9:00,-12.2,3,58,0.8,0.39,0,0
156,堡林,2021-01-08 10:00,-10.5,3.9,48,1,1.14,0,0
156,堡林,2021-01-08 11:00,-9.2,3.5,45,1,1.73,0,0
156,堡林,2021-01-08 12:00,-7.7,2.4,44,1,2.01,0,0
156,堡林,2021-01-08 13:00,-6.7,2.1,41,1,2.03,6,0
156,堡林,2021-01-08 14:00,-6.7,2.2,51,0.5,1.52,9,9
156,堡林,2021-01-08 15:00,-6.3,3,52,0.4,1.38,5,5
156,堡林,2021-01-08 16:00,-6,2.6,50,1,1.17,0,0
156,堡林,2021-01-08 17:00,-6.9,3.4,52,0.9,0.58,8,8
156,堡林,2021-01-08 18:00,-7.9,3.2,55,0.4,0.13,6,6
156,堡林,2021-01-08 19:00,-8.9,3.1,52,,,2,2
156,堡林,2021-01-08 20:00,-9.4,2.7,53,,,3,3
156,堡林,2021-01-08 21:00,-9.7,2.7,51,,,0,0
156,堡林,2021-01-08 22:00,-10,1.9,52,,,0,0
156,堡林,2021-01-08 23:00,-10.4,1.9,55,,,10,0
156,堡林,2021-01-09 0:00,-9.8,2.1,52,,,1,1
156,堡林,2021-01-09 1:00,-11.1,1.8,55,,,1,0
156,堡林,2021-01-09 2:00,-10.8,2.5,53,,,2,0
156,堡林,2021-01-09 3:00,-11.4,1.6,58,,,0,0
156,堡林,2021-01-09 4:00,-10.3,2.2,56,,,8,8
156,堡林,2021-01-09 5:00,-10.5,1.3,58,,,7,7
156,堡林,2021-01-09 6:00,-10.8,2,61,,,8,8
156,堡林,2021-01-09 7:00,-11,2.4,63,,,5,5
156,堡林,2021-01-09 8:00,-10.6,3.7,60,0,0.07,3,3
156,堡林,2021-01-09 9:00,-9.3,3.2,54,0.8,0.44,3,3
156,堡林,2021-01-09 10:00,-7.8,3.6,46,1,1.1,2,2
156,堡林,2021-01-09 11:00,-6.4,2.5,39,1,1.68,0,0
156,堡林,2021-01-09 12:00,-4.9,1.7,38,1,1.99,0,0
156,堡林,2021-01-09 13:00,-3.7,0.7,37,1,2.19,0,0
156,堡林,2021-01-09 14:00,-2.7,2,37,1,2.12,0,0
156,堡林,2021-01-09 15:00,-1.9,1.4,42,1,1.73,4,4
156,堡林,2021-01-09 16:00,-2.7,1,49,0.6,0.95,3,3
156,堡林,2021-01-09 17:00,-4.2,1.5,55,1,0.62,3,3
156,堡林,2021-01-09 18:00,-5.7,1.1,55,0.5,0.13,0,0
156,堡林,2021-01-09 19:00,-6.8,1.3,56,,,0,0
156,堡林,2021-01-09 20:00,-7.4,1.2,56,,,8,0
156,堡林,2021-01-09 21:00,-8.1,1.5,56,,,0,0
156,堡林,2021-01-09 22:00,-8.1,2.9,56,,,10,0
156,堡林,2021-01-09 23:00,-8.6,1.8,58,,,3,0
156,堡林,2021-01-10 0:00,-8.4,1.5,57,,,0,0
156,堡林,2021-01-10 1:00,-8.5,1.3,62,,,1,0
156,堡林,2021-01-10 2:00,-8.9,1.2,67,,,0,0
156,堡林,2021-01-10 3:00,-9.8,1.1,72,,,0,0
156,堡林,2021-01-10 4:00,-10.2,0.2,74,,,0,0
156,堡林,2021-01-10 5:00,-10.2,0.8,76,,,0,0
156,堡林,2021-01-10 6:00,-10.5,0.5,78,,,0,0
156,堡林,2021-01-10 7:00,-10,0.4,77,,,9,9
156,堡林,2021-01-10 8:00,-9.3,0.4,77,0,0.07,8,8
156,堡林,2021-01-10 9:00,-8.4,0.5,75,0,0.22,9,9
156,堡林,2021-01-10 10:00,-6.9,0.6,72,0,0.59,8,8
156,堡林,2021-01-10 11:00,-5.8,1.5,68,0.1,1.01,9,9
156,堡林,2021-01-10 12:00,-3.5,1.2,60,0.8,1.61,7,7
156,堡林,2021-01-10 13:00,-0.9,1.1,52,1,2.1,6,6
156,堡林,2021-01-10 14:00,0.2,1,53,0.8,1.83,6,6
156,堡林,2021-01-10 15:00,-0.4,1.1,58,0.4,1.15,9,9
156,堡林,2021-01-10 16:00,-0.3,1.3,64,0,0.51,9,9
156,堡林,2021-01-10 17:00,-0.8,1.3,68,0.1,0.29,8,8
156,堡林,2021-01-10 18:00,-1.7,0.5,72,0,0.12,0,0
156,堡林,2021-01-10 19:00,-2,0.7,77,,,0,0
156,堡林,2021-01-10 20:00,-2.1,0.6,80,,,0,0
156,堡林,2021-01-10 21:00,-2.8,1.2,89,,,0,0
156,堡林,2021-01-10 22:00,-3.4,0.2,90,,,9,2
156,堡林,2021-01-10 23:00,-3.4,0.4,90,,,9,2
156,堡林,2021-01-11 0:00,-3.4,0.2,90,,,10,5
156,堡林,2021-01-11 1:00,-3,0.4,89,,,10,9
156,堡林,2021-01-11 2:00,-3.5,0.3,89,,,10,0
156,堡林,2021-01-11 3:00,-3.5,0.6,90,,,10,8
156,堡林,2021-01-11 4:00,-3.4,0.1,86,,,10,8
156,堡林,2021-01-11 5:00,-3.4,0.4,86,,,10,8
156,堡林,2021-01-11 6:00,-3.3,0.6,88,,,10,4
156,堡林,2021-01-11 7:00,-3.7,0.5,87,,,10,4
156,堡林,2021-01-11 8:00,-4.8,0.9,91,0,0.06,7,7
156,堡林,2021-01-11 9:00,-3.6,0.6,88,0.1,0.35,7,3
156,堡林,2021-01-11 10:00,-2.4,0.8,79,0,0.55,10,7
156,堡林,2021-01-11 11:00,-1.5,0.9,75,0,0.76,9,9
156,堡林,2021-01-11 12:00,-1,0.9,69,0,0.84,9,9
156,堡林,2021-01-11 13:00,-1.1,1,67,0,0.58,9,9
156,堡林,2021-01-11 14:00,-0.4,0.6,65,0,0.81,10,1
156,堡林,2021-01-11 15:00,-0.2,0.6,66,0,0.81,10,10
156,堡林,2021-01-11 16:00,0.2,0.6,65,0,0.68,10,10
156,堡林,2021-01-11 17:00,-0.1,0.6,64,0,0.29,10,10
156,堡林,2021-01-11 18:00,-0.5,0.8,67,0,0.09,10,10
156,堡林,2021-01-11 19:00,-0.7,1.3,67,,,9,8
156,堡林,2021-01-11 20:00,-1.7,1.5,72,,,4,2
156,堡林,2021-01-11 21:00,-1.5,0.8,74,,,4,0
156,堡林,2021-01-11 22:00,-1.9,0.7,77,,,8,8
156,堡林,2021-01-11 23:00,-2.6,0,85,,,2,2
156,堡林,2021-01-12 0:00,-3.1,0,87,,,5,5
156,堡林,2021-01-12 1:00,-3.2,0.4,87,,,2,2
156,堡林,2021-01-12 2:00,-3.2,0.9,90,,,8,8
156,堡林,2021-01-12 3:00,-3.5,0,94,,,6,6
156,堡林,2021-01-12 4:00,-4,1,95,,,6,6
156,堡林,2021-01-12 5:00,-4.5,0.6,95,,,8,8
156,堡林,2021-01-12 6:00,-4.3,0.5,95,,,8,8
156,堡林,2021-01-12 7:00,-4.7,0.2,96,,,8,8
156,堡林,2021-01-12 8:00,-4.6,0.2,96,0,0.07,4,4
156,堡林,2021-01-12 9:00,-3.8,0.1,95,0,0.22,10,7
156,堡林,2021-01-12 10:00,-2.4,0.2,94,0.5,0.61,8,8
156,堡林,2021-01-12 11:00,-0.1,0.9,81,0.9,1.44,0,0
156,堡林,2021-01-12 12:00,1.7,0.7,69,1,2.16,0,0
156,堡林,2021-01-12 13:00,2.4,1,62,1,2,2,2
156,堡林,2021-01-12 14:00,3.4,1,50,1,1.91,0,0
156,堡林,2021-01-12 15:00,3.2,2,50,0.7,1.33,7,7
156,堡林,2021-01-12 16:00,2.8,2.2,54,0.2,0.7,8,8
156,堡林,2021-01-12 17:00,1.5,1.7,69,0,0.25,9,9
156,堡林,2021-01-12 18:00,1.3,0.6,74,0,0.09,6,6
156,堡林,2021-01-12 19:00,1.7,1,68,,,10,9
156,堡林,2021-01-12 20:00,1.7,1,69,,,9,4
156,堡林,2021-01-12 21:00,1.4,0.8,75,,,7,7
156,堡林,2021-01-12 22:00,1.3,0,79,,,9,9
156,堡林,2021-01-12 23:00,0.4,0,86,,,5,5
156,堡林,2021-01-13 0:00,0.1,0,91,,,0,0
156,堡林,2021-01-13 1:00,-0.4,0,93,,,0,0
156,堡林,2021-01-13 2:00,-1,0.1,94,,,0,0
156,堡林,2021-01-13 3:00,-1.1,0.7,95,,,7,7
156,堡林,2021-01-13 4:00,-1,0.2,94,,,8,8
156,堡林,2021-01-13 5:00,-1.8,0.9,95,,,1,1
156,堡林,2021-01-13 6:00,-1.9,0.5,95,,,3,3
156,堡林,2021-01-13 7:00,-2,0.2,95,,,3,3
156,堡林,2021-01-13 8:00,-1.8,0,95,0,0.07,2,2
156,堡林,2021-01-13 9:00,-0.9,0,94,0.2,0.32,0,0
156,堡林,2021-01-13 10:00,1,0.1,82,1,1.05,0,0
156,堡林,2021-01-13 11:00,3.8,0.2,69,1,1.44,0,0
156,堡林,2021-01-13 12:00,6.6,1,57,1,1.78,0,0
156,堡林,2021-01-13 13:00,8.8,1.3,51,1,1.95,0,0
156,堡林,2021-01-13 14:00,10.5,2.8,51,1,1.85,0,0
156,堡林,2021-01-13 15:00,10.9,4.5,52,1,1.55,0,0
156,堡林,2021-01-13 16:00,10.7,3.9,54,1,1.08,0,0
156,堡林,2021-01-13 17:00,9.8,3,58,0.9,0.53,0,0
156,堡林,2021-01-13 18:00,8.4,2.7,64,0,0.12,0,0
156,堡林,2021-01-13 19:00,7.7,2.7,70,,,0,0
156,堡林,2021-01-13 20:00,7.3,1.6,75,,,1,0
156,堡林,2021-01-13 21:00,6.7,1,78,,,8,8
156,堡林,2021-01-13 22:00,6.5,0.8,80,,,8,8
156,堡林,2021-01-13 23:00,6.4,0.4,81,,,4,4
156,堡林,2021-01-14 0:00,5.7,0.6,85,,,9,9
156,堡林,2021-01-14 1:00,5,0.1,90,,,7,7
156,堡林,2021-01-14 2:00,4,0.7,95,,,1,1
156,堡林,2021-01-14 3:00,3.3,0.5,96,,,1,1
156,堡林,2021-01-14 4:00,2,0.7,96,,,3,3
156,堡林,2021-01-14 5:00,1.9,0.1,97,,,0,0
156,堡林,2021-01-14 6:00,1.8,0.7,98,,,0,0
156,堡林,2021-01-14 7:00,0.8,0.3,98,,,0,0
156,堡林,2021-01-14 8:00,0.6,0.3,98,0,0.07,0,0
156,堡林,2021-01-14 9:00,1.7,0,98,0.5,0.35,0,0
156,堡林,2021-01-14 10:00,3.5,0.6,96,1,0.95,0,0
156,堡林,2021-01-14 11:00,6.4,0.7,82,1,1.49,0,0
156,堡林,2021-01-14 12:00,8.6,0.9,62,1,1.89,0,0
156,堡林,2021-01-14 13:00,10.5,0.3,54,1,2.04,0,0
156,堡林,2021-01-14 14:00,11.8,1,51,1,1.95,0,0
156,堡林,2021-01-14 15:00,12,0.9,48,1,1.62,0,0
156,堡林,2021-01-14 16:00,12.2,0.4,46,1,1.14,0,0
156,堡林,2021-01-14 17:00,12.1,1.7,42,1,0.54,0,0
156,堡林,2021-01-14 18:00,10.6,1.5,51,0,0.12,0,0
156,堡林,2021-01-14 19:00,9.8,2.4,63,,,0,0
156,堡林,2021-01-14 20:00,8.6,1.2,67,,,0,0
156,堡林,2021-01-14 21:00,8.4,0.8,72,,,0,0
156,堡林,2021-01-14 22:00,7.5,1.2,78,,,0,0
156,堡林,2021-01-14 23:00,6.2,0.4,86,,,0,0
156,堡林,2021-01-15 0:00,6,1.3,89,,,0,0
156,堡林,2021-01-15 1:00,5.6,1.1,88,,,9,0
156,堡林,2021-01-15 2:00,5.1,0.1,94,,,10,0
156,堡林,2021-01-15 3:00,4.2,0.3,95,,,2,2
156,堡林,2021-01-15 4:00,4,0.8,93,,,3,3
156,堡林,2021-01-15 5:00,4.2,0.8,95,,,5,5
156,堡林,2021-01-15 6:00,3.6,0.8,96,,,7,7
156,堡林,2021-01-15 7:00,3.5,0.3,95,,,10,5
156,堡林,2021-01-15 8:00,4.9,0.3,96,0,0.07,10,7
156,堡林,2021-01-15 9:00,5.7,0.9,94,0.1,0.24,10,8
156,堡林,2021-01-15 10:00,7.5,0.4,90,0.2,0.44,9,9
156,堡林,2021-01-15 11:00,11.3,1.6,78,0.3,0.96,9,6
156,堡林,2021-01-15 12:00,13.5,3,73,0.6,1.39,7,4
156,堡林,2021-01-15 13:00,14.8,3.4,65,0.6,1.55,9,6
156,堡林,2021-01-15 14:00,14.9,3.8,61,0.3,1.23,10,5
156,堡林,2021-01-15 15:00,14.4,4.8,66,0.1,0.73,10,8
156,堡林,2021-01-15 16:00,14.3,3.6,64,0,0.46,10,7
156,堡林,2021-01-15 17:00,13.1,2.9,75,0,0.31,10,7
156,堡林,2021-01-15 18:00,11.2,1.6,83,0,0.08,10,7
156,堡林,2021-01-15 19:00,9.8,1.4,87,,,9,4
156,堡林,2021-01-15 20:00,7.9,1,87,,,10,7
156,堡林,2021-01-15 21:00,6.8,1.5,87,,,9,9
156,堡林,2021-01-15 22:00,5.7,2.4,78,,,10,9
156,堡林,2021-01-15 23:00,4.5,2.1,74,,,7,4
156,堡林,2021-01-16 0:00,3.5,2.2,77,,,9,4
156,堡林,2021-01-16 1:00,3.6,1.3,71,,,10,5
156,堡林,2021-01-16 2:00,3.3,1.1,73,,,10,9
156,堡林,2021-01-16 3:00,2.8,1.4,71,,,6,6
156,堡林,2021-01-16 4:00,2.6,1.8,71,,,8,8
156,堡林,2021-01-16 5:00,1.8,2.9,65,,,7,7
156,堡林,2021-01-16 6:00,1.3,2.1,66,,,8,8
156,堡林,2021-01-16 7:00,1.1,1.8,65,,,8,8
156,堡林,2021-01-16 8:00,0.6,1.3,67,0,0.07,8,8
156,堡林,2021-01-16 9:00,0.5,2.6,67,0,0.14,10,8
156,堡林,2021-01-16 10:00,0.6,2.6,65,0,0.33,9,9
156,堡林,2021-01-16 11:00,0.8,2,60,0.1,0.63,9,9
156,堡林,2021-01-16 12:00,2.3,4.6,53,0.6,1.59,7,7
156,堡林,2021-01-16 13:00,1.7,2.6,56,0.5,1.61,7,7
156,堡林,2021-01-16 14:00,1,2.9,56,0.3,1.01,8,8
156,堡林,2021-01-16 15:00,0.4,2.5,57,0.6,1.02,8,8
156,堡林,2021-01-16 16:00,-0.2,3,59,0.3,0.63,9,9
156,堡林,2021-01-16 17:00,-0.6,2.5,59,0,0.3,9,9
156,堡林,2021-01-16 18:00,-1,2.9,61,0,0.1,10,8
156,堡林,2021-01-16 19:00,-1.4,2.6,56,,,10,8
156,堡林,2021-01-16 20:00,-1.6,3.2,55,,,10,8
156,堡林,2021-01-16 21:00,-2.1,2.8,56,,,8,8
156,堡林,2021-01-16 22:00,-2.1,2.7,54,,,10,7
156,堡林,2021-01-16 23:00,-2.1,2.3,56,,,10,5
156,堡林,2021-01-17 0:00,-2.2,1.6,56,,,9,4
156,堡林,2021-01-17 1:00,-2.5,2.2,62,,,8,8
156,堡林,2021-01-17 2:00,-2.6,1.3,67,,,7,7
156,堡林,2021-01-17 3:00,-2.8,1.4,71,,,9,2
156,堡林,2021-01-17 4:00,-3.3,1.6,70,,,9,0
156,堡林,2021-01-17 5:00,-3.9,2,70,,,8,2
156,堡林,2021-01-17 6:00,-4.4,2.1,69,,,8,0
156,堡林,2021-01-17 7:00,-4.5,2.7,68,,,7,0
156,堡林,2021-01-17 8:00,-4.6,2.4,66,0,0.07,0,0
156,堡林,2021-01-17 9:00,-3.5,2.5,61,0.7,0.42,2,2
