瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),吝窍摸款樊(10盒困)
156,堡林,2021-04-13 14:00,13.9,1.5,62,1,3.36,4,4
156,堡林,2021-04-13 15:00,12.5,2.3,58,1,2.89,1,1
156,堡林,2021-04-13 16:00,12.5,2.1,51,1,2.58,0,0
156,堡林,2021-04-13 17:00,10.9,2.2,49,1,1.79,1,0
156,堡林,2021-04-13 18:00,9.3,2.7,52,1,0.98,2,0
156,堡林,2021-04-13 19:00,7.2,3,56,0.5,0.28,2,0
156,堡林,2021-04-13 20:00,6.3,1.5,65,0,0.05,5,0
156,堡林,2021-04-13 21:00,5.9,1.5,63,,,4,2
156,堡林,2021-04-13 22:00,5.8,1.5,65,,,8,0
156,堡林,2021-04-13 23:00,5.6,1.2,65,,,9,2
156,堡林,2021-04-14 0:00,5.6,1,65,,,4,3
156,堡林,2021-04-14 1:00,5.4,1.8,66,,,10,1
156,堡林,2021-04-14 2:00,5.2,1.4,66,,,7,0
156,堡林,2021-04-14 3:00,4.5,1.5,69,,,5,0
156,堡林,2021-04-14 4:00,5.3,2,65,,,6,0
156,堡林,2021-04-14 5:00,5.7,2.6,63,,,6,0
156,堡林,2021-04-14 6:00,5.7,2.4,64,,,6,0
156,堡林,2021-04-14 7:00,5.7,1,63,0.3,0.23,3,0
156,堡林,2021-04-14 8:00,7.2,1.9,58,1,0.84,4,0
156,堡林,2021-04-14 9:00,8.3,2.1,51,1,1.36,5,0
156,堡林,2021-04-14 10:00,10.2,3,37,1,2.35,1,0
156,堡林,2021-04-14 11:00,11.7,1.3,35,1,3.14,0,0
156,堡林,2021-04-14 12:00,12.5,1.7,31,1,3.51,0,0
156,堡林,2021-04-14 13:00,14.6,2.7,26,1,3.65,0,0
156,堡林,2021-04-14 14:00,14.6,2.9,20,1,3.54,0,0
156,堡林,2021-04-14 15:00,14.6,4,16,1,3.21,0,0
156,堡林,2021-04-14 16:00,14.9,2.8,16,1,2.64,0,0
156,堡林,2021-04-14 17:00,15,3,15,1,1.92,0,0
156,堡林,2021-04-14 18:00,13.8,3,16,1,1.07,0,0
156,堡林,2021-04-14 19:00,11.9,2.2,24,0.6,0.3,0,0
156,堡林,2021-04-14 20:00,9.9,1,37,0,0.04,0,0
156,堡林,2021-04-14 21:00,9,1.1,40,,,0,0
156,堡林,2021-04-14 22:00,8.1,1.2,44,,,0,0
156,堡林,2021-04-14 23:00,7.4,1.4,41,,,4,0
156,堡林,2021-04-15 0:00,6.9,1.5,43,,,0,0
156,堡林,2021-04-15 1:00,6.6,1.1,46,,,0,0
156,堡林,2021-04-15 2:00,5.5,0.5,53,,,4,0
156,堡林,2021-04-15 3:00,4.9,0.2,60,,,0,0
156,堡林,2021-04-15 4:00,4,0.8,69,,,3,0
156,堡林,2021-04-15 5:00,3.8,0.7,69,,,4,0
156,堡林,2021-04-15 6:00,4,0.8,66,,,6,0
156,堡林,2021-04-15 7:00,4.2,0.4,69,0.2,0.24,6,0
156,堡林,2021-04-15 8:00,5.5,1,66,1,0.88,6,0
156,堡林,2021-04-15 9:00,9.1,0.3,47,1,1.63,7,0
156,堡林,2021-04-15 10:00,13.3,1.7,23,1,2.58,4,0
156,堡林,2021-04-15 11:00,15.6,2.1,19,1,3.16,6,0
156,堡林,2021-04-15 12:00,16.7,0,16,1,3.21,8,0
156,堡林,2021-04-15 13:00,16.9,0.9,16,0.9,2.82,8,0
156,堡林,2021-04-15 14:00,16.9,0.8,16,0.9,2.46,7,0
156,堡林,2021-04-15 15:00,17.8,1.6,17,0.6,2.16,6,0
156,堡林,2021-04-15 16:00,18.9,1.7,18,1,2.48,5,0
156,堡林,2021-04-15 17:00,18.8,2.5,21,1,1.85,2,0
156,堡林,2021-04-15 18:00,17.6,3.7,18,1,1.03,0,0
156,堡林,2021-04-15 19:00,15.4,3,22,0.6,0.29,0,0
156,堡林,2021-04-15 20:00,13.9,3.9,28,0,0.05,0,0
156,堡林,2021-04-15 21:00,13,3,32,,,0,0
156,堡林,2021-04-15 22:00,12,2,36,,,0,0
156,堡林,2021-04-15 23:00,10.9,1.1,40,,,0,0
156,堡林,2021-04-16 0:00,11.2,1.2,37,,,0,0
156,堡林,2021-04-16 1:00,10.3,0.5,45,,,7,1
156,堡林,2021-04-16 2:00,9.9,0.2,52,,,4,2
156,堡林,2021-04-16 3:00,9.6,0.8,58,,,2,0
156,堡林,2021-04-16 4:00,8.8,0.5,60,,,7,0
156,堡林,2021-04-16 5:00,9.4,0.2,60,,,10,7
156,堡林,2021-04-16 6:00,9.6,0,63,0,0.06,10,8
156,堡林,2021-04-16 7:00,10.2,0.4,63,0,0.08,10,5
156,堡林,2021-04-16 8:00,10.7,0,62,0,0.17,10,7
156,堡林,2021-04-16 9:00,11.2,0.1,67,0,0.39,10,8
156,堡林,2021-04-16 10:00,13.8,0.7,63,0,1.14,10,2
156,堡林,2021-04-16 11:00,15.8,1.8,61,0,1.31,10,4
156,堡林,2021-04-16 12:00,17,2.2,57,0,1.79,10,4
156,堡林,2021-04-16 13:00,17.6,2.2,50,0.2,1.82,10,5
156,堡林,2021-04-16 14:00,17.7,2.8,49,0,1.4,10,7
156,堡林,2021-04-16 15:00,16.7,1.2,53,0,0.83,10,6
156,堡林,2021-04-16 16:00,16,0.7,55,0,0.47,10,8
156,堡林,2021-04-16 17:00,16.1,0.7,56,0,0.6,10,9
156,堡林,2021-04-16 18:00,15.6,0.7,61,0,0.59,10,3
156,堡林,2021-04-16 19:00,14.9,0.7,66,0,0.17,9,0
156,堡林,2021-04-16 20:00,13.8,0.9,82,0,0.05,10,3
156,堡林,2021-04-16 21:00,13.3,0.1,87,,,10,4
156,堡林,2021-04-16 22:00,12.8,0.4,91,,,9,4
156,堡林,2021-04-16 23:00,12.5,0,93,,,10,5
156,堡林,2021-04-17 0:00,12.1,1.3,94,,,10,10
156,堡林,2021-04-17 1:00,11.8,1.5,94,,,10,1
156,堡林,2021-04-17 2:00,11.5,1.5,94,,,10,6
156,堡林,2021-04-17 3:00,11.3,0.8,94,,,10,4
156,堡林,2021-04-17 4:00,10.8,0.5,96,,,10,10
156,堡林,2021-04-17 5:00,10.2,0.2,97,,,0,0
156,堡林,2021-04-17 6:00,9.6,0.4,98,0,0.05,0,0
156,堡林,2021-04-17 7:00,9.9,0.1,99,0,0.19,9,9
156,堡林,2021-04-17 8:00,9.4,1.7,98,0,0.33,4,4
156,堡林,2021-04-17 9:00,11.6,1.4,89,0.3,0.94,5,5
156,堡林,2021-04-17 10:00,12.2,1.6,53,1,2.21,5,5
156,堡林,2021-04-17 11:00,13.9,1.9,38,1,2.9,5,0
156,堡林,2021-04-17 12:00,14.5,2.8,20,0.9,2.97,6,0
156,堡林,2021-04-17 13:00,15.8,1.9,18,0.8,2.96,0,0
156,堡林,2021-04-17 14:00,16.1,2.3,26,1,3.43,0,0
156,堡林,2021-04-17 15:00,14.7,3.6,23,1,3.24,1,1
156,堡林,2021-04-17 16:00,14.4,2.7,25,1,2.6,0,0
156,堡林,2021-04-17 17:00,12.7,3.3,33,1,1.92,0,0
156,堡林,2021-04-17 18:00,11.7,2.4,26,1,1.06,0,0
156,堡林,2021-04-17 19:00,10.3,2.8,29,0.7,0.32,4,0
156,堡林,2021-04-17 20:00,9.5,1.4,38,0,0.05,0,0
156,堡林,2021-04-17 21:00,9.2,1.4,41,,,0,0
156,堡林,2021-04-17 22:00,8.6,0.4,51,,,0,0
156,堡林,2021-04-17 23:00,7.9,0.8,55,,,1,0
156,堡林,2021-04-18 0:00,8,0.7,54,,,0,0
156,堡林,2021-04-18 1:00,7.8,1.1,55,,,0,0
156,堡林,2021-04-18 2:00,8.1,0.8,60,,,4,0
156,堡林,2021-04-18 3:00,8.5,1.3,61,,,0,0
156,堡林,2021-04-18 4:00,8.1,1,64,,,0,0
156,堡林,2021-04-18 5:00,8.3,1.1,64,,,6,6
156,堡林,2021-04-18 6:00,8.3,0.6,65,0,0.06,7,7
156,堡林,2021-04-18 7:00,8.5,0.5,64,0.2,0.22,1,1
156,堡林,2021-04-18 8:00,9.4,1.1,59,1,0.94,0,0
156,堡林,2021-04-18 9:00,11.1,2.6,44,1,1.74,0,0
156,堡林,2021-04-18 10:00,12,2.7,39,1,2.41,0,0
156,堡林,2021-04-18 11:00,13.4,3.7,35,1,2.97,0,0
156,堡林,2021-04-18 12:00,13.6,3.9,33,1,3.48,0,0
156,堡林,2021-04-18 13:00,15.2,2.2,32,1,3.6,0,0
156,堡林,2021-04-18 14:00,15.5,2.3,31,1,3.49,0,0
156,堡林,2021-04-18 15:00,15.3,1.7,28,1,3.18,0,0
156,堡林,2021-04-18 16:00,15.2,3,24,1,2.61,0,0
156,堡林,2021-04-18 17:00,14.7,2.3,27,1,1.85,0,0
156,堡林,2021-04-18 18:00,13.6,2.2,35,1,1.03,0,0
156,堡林,2021-04-18 19:00,11.4,1,42,0.8,0.31,0,0
156,堡林,2021-04-18 20:00,10.2,0.6,53,0,0.05,0,0
156,堡林,2021-04-18 21:00,9.6,0.2,57,,,0,0
156,堡林,2021-04-18 22:00,8.5,1.2,67,,,0,0
156,堡林,2021-04-18 23:00,8.8,0.2,65,,,0,0
156,堡林,2021-04-19 0:00,7.8,0.6,72,,,0,0
156,堡林,2021-04-19 1:00,7.2,0.9,79,,,4,0
156,堡林,2021-04-19 2:00,7.1,0.1,79,,,0,0
156,堡林,2021-04-19 3:00,6.1,0.8,83,,,0,0
156,堡林,2021-04-19 4:00,5.7,0,87,,,0,0
156,堡林,2021-04-19 5:00,5.3,0,89,,,0,0
156,堡林,2021-04-19 6:00,5.1,0.1,90,0,0.05,0,0
156,堡林,2021-04-19 7:00,4.9,0.3,91,0.5,0.28,0,0
156,堡林,2021-04-19 8:00,7.5,0,80,1,1.01,0,0
156,堡林,2021-04-19 9:00,9.9,0.5,66,1,1.81,0,0
156,堡林,2021-04-19 10:00,12.6,1.1,51,1,2.53,0,0
156,堡林,2021-04-19 11:00,15,1.2,39,1,3.09,0,0
156,堡林,2021-04-19 12:00,18.5,1.2,37,1,3.43,0,0
156,堡林,2021-04-19 13:00,19.2,1.7,22,1,3.55,0,0
156,堡林,2021-04-19 14:00,20.3,2,18,1,3.47,0,0
156,堡林,2021-04-19 15:00,20.2,2.2,19,1,3.13,0,0
156,堡林,2021-04-19 16:00,20.4,1.4,19,1,2.57,0,0
156,堡林,2021-04-19 17:00,19.9,2,20,1,1.82,0,0
156,堡林,2021-04-19 18:00,18.4,1.6,23,1,1.04,0,0
156,堡林,2021-04-19 19:00,16.3,1,25,0.8,0.31,0,0
156,堡林,2021-04-19 20:00,14.7,0.6,36,0,0.05,0,0
156,堡林,2021-04-19 21:00,13.1,1.4,46,,,0,0
156,堡林,2021-04-19 22:00,12.4,0.6,52,,,0,0
156,堡林,2021-04-19 23:00,11.8,0.3,57,,,3,0
156,堡林,2021-04-20 0:00,10.7,0.1,63,,,3,0
156,堡林,2021-04-20 1:00,10,1,68,,,10,0
156,堡林,2021-04-20 2:00,9,0.4,74,,,0,0
156,堡林,2021-04-20 3:00,8.9,0.6,75,,,0,0
156,堡林,2021-04-20 4:00,8.2,0.1,76,,,1,0
156,堡林,2021-04-20 5:00,7.7,0.1,75,,,0,0
156,堡林,2021-04-20 6:00,6.4,0.7,85,0,0.06,5,0
156,堡林,2021-04-20 7:00,7.2,0.2,82,0.4,0.26,0,0
156,堡林,2021-04-20 8:00,9.2,0.3,73,1,0.94,0,0
156,堡林,2021-04-20 9:00,12.6,0.1,58,1,1.72,0,0
156,堡林,2021-04-20 10:00,17.1,0.4,38,1,2.45,2,0
156,堡林,2021-04-20 11:00,19.7,1.8,25,1,2.87,4,0
156,堡林,2021-04-20 12:00,21.6,1.4,28,1,3.26,1,0
156,堡林,2021-04-20 13:00,22.5,2.2,24,1,3.52,1,0
156,堡林,2021-04-20 14:00,24.3,1.5,19,1,3.4,0,0
156,堡林,2021-04-20 15:00,25.3,1.4,17,1,3.05,0,0
156,堡林,2021-04-20 16:00,25.6,1.9,19,1,2.46,0,0
156,堡林,2021-04-20 17:00,24.1,2.2,24,1,1.74,0,0
156,堡林,2021-04-20 18:00,22.2,1.4,28,1,0.95,0,0
156,堡林,2021-04-20 19:00,19.4,1.4,36,0.6,0.28,0,0
156,堡林,2021-04-20 20:00,17.3,1.6,39,0,0.04,4,1
156,堡林,2021-04-20 21:00,15.9,1.8,47,,,3,0
156,堡林,2021-04-20 22:00,15,2.1,49,,,9,5
156,堡林,2021-04-20 23:00,14.8,0.5,48,,,10,9
156,堡林,2021-04-21 0:00,13.9,0.4,53,,,6,0
156,堡林,2021-04-21 1:00,13.9,0.4,53,,,10,9
156,堡林,2021-04-21 2:00,13.6,0,56,,,10,9
156,堡林,2021-04-21 3:00,13.2,0.2,59,,,6,0
156,堡林,2021-04-21 4:00,13,0.4,65,,,7,0
156,堡林,2021-04-21 5:00,12.5,0,70,,,7,0
156,堡林,2021-04-21 6:00,11.5,0.5,78,0,0.05,6,0
156,堡林,2021-04-21 7:00,12,0.3,76,0.5,0.33,4,0
156,堡林,2021-04-21 8:00,14.5,0.1,64,1,0.97,5,0
156,堡林,2021-04-21 9:00,18.1,0.6,47,1,1.65,6,0
156,堡林,2021-04-21 10:00,20.1,0.5,36,1,2.31,3,0
156,堡林,2021-04-21 11:00,22.3,1.2,30,1,2.85,6,0
156,堡林,2021-04-21 12:00,25,1.3,27,1,3.35,7,4
156,堡林,2021-04-21 13:00,25.8,1.9,22,0.6,2.48,9,9
156,堡林,2021-04-21 14:00,26,3.4,18,0.2,1.93,10,10
156,堡林,2021-04-21 15:00,24.8,3.3,19,0,1.35,10,10
156,堡林,2021-04-21 16:00,23.9,2.3,16,0,0.85,10,10
156,堡林,2021-04-21 17:00,24,1.7,15,0,0.6,10,10
156,堡林,2021-04-21 18:00,23,2.7,13,0,0.43,10,10
156,堡林,2021-04-21 19:00,22.2,2.2,14,0,0.17,10,9
156,堡林,2021-04-21 20:00,21.5,1,16,0,0.05,10,9
156,堡林,2021-04-21 21:00,20.2,0.7,25,,,10,10
156,堡林,2021-04-21 22:00,19.7,0.2,29,,,10,9
156,堡林,2021-04-21 23:00,18.5,0.1,35,,,10,9
156,堡林,2021-04-22 0:00,18.1,1.2,35,,,10,10
156,堡林,2021-04-22 1:00,18.1,0.8,33,,,10,9
156,堡林,2021-04-22 2:00,17.5,0.7,40,,,10,3
156,堡林,2021-04-22 3:00,16.2,1.8,47,,,9,9
156,堡林,2021-04-22 4:00,16.6,0.8,43,,,10,10
156,堡林,2021-04-22 5:00,16.7,0.3,44,,,10,10
156,堡林,2021-04-22 6:00,16,0.1,47,0,0.05,10,10
156,堡林,2021-04-22 7:00,16.5,0,46,0,0.16,10,7
156,堡林,2021-04-22 8:00,18,0.1,45,0.1,0.59,10,8
156,堡林,2021-04-22 9:00,19.6,0.2,43,0.1,1.08,10,8
156,堡林,2021-04-22 10:00,20.6,0.8,38,0,0.98,10,9
156,堡林,2021-04-22 11:00,22.3,0.3,30,0.1,1.52,10,8
156,堡林,2021-04-22 12:00,23.1,1.7,26,0,1.44,10,8
156,堡林,2021-04-22 13:00,22.9,3,27,0,1.17,10,9
156,堡林,2021-04-22 14:00,22.4,3,24,0,0.87,10,9
156,堡林,2021-04-22 15:00,22.8,2.8,21,0,0.93,10,9
156,堡林,2021-04-22 16:00,22.9,2.3,24,0,0.97,10,7
156,堡林,2021-04-22 17:00,22.1,1.1,25,0,0.37,10,7
156,堡林,2021-04-22 18:00,21.8,0.4,28,0,0.18,10,6
156,堡林,2021-04-22 19:00,20.8,0.5,31,0,0.11,10,9
156,堡林,2021-04-22 20:00,20.4,0,32,0,0.05,10,10
156,堡林,2021-04-22 21:00,20,0.3,35,,,8,8
156,堡林,2021-04-22 22:00,20.6,1.4,26,,,10,6
156,堡林,2021-04-22 23:00,19,1.1,40,,,10,8
156,堡林,2021-04-23 0:00,18.1,1,45,,,9,7
156,堡林,2021-04-23 1:00,19.2,0,35,,,10,10
156,堡林,2021-04-23 2:00,18.8,0.5,36,,,10,9
156,堡林,2021-04-23 3:00,18.8,0.5,36,,,10,10
156,堡林,2021-04-23 4:00,19,0.7,34,,,10,10
156,堡林,2021-04-23 5:00,18.4,0.7,37,,,10,10
156,堡林,2021-04-23 6:00,19.2,2.2,31,0,0.06,10,10
156,堡林,2021-04-23 7:00,19,1.2,33,0,0.16,8,8
156,堡林,2021-04-23 8:00,19.6,3.4,35,0,0.61,7,7
156,堡林,2021-04-23 9:00,21.8,2.1,32,0.5,1.27,5,5
156,堡林,2021-04-23 10:00,23.8,2.7,25,1,2.6,5,5
156,堡林,2021-04-23 11:00,25.1,2.3,19,0.9,2.27,7,7
156,堡林,2021-04-23 12:00,25.3,4,19,0.8,3.06,8,8
156,堡林,2021-04-23 13:00,26,3.4,17,0.8,3.18,7,7
156,堡林,2021-04-23 14:00,24.6,2.8,20,0.3,2.08,8,8
156,堡林,2021-04-23 15:00,24.7,3.3,22,0.6,2.3,8,8
156,堡林,2021-04-23 16:00,24.7,4.7,18,0.7,2.14,8,8
156,堡林,2021-04-23 17:00,24.3,3.1,20,0.4,1.13,7,7
156,堡林,2021-04-23 18:00,23.4,2.4,21,0.1,0.72,8,8
156,堡林,2021-04-23 19:00,21.9,0.8,23,0,0.18,8,4
156,堡林,2021-04-23 20:00,20.8,1.8,31,0,0.05,8,7
156,堡林,2021-04-23 21:00,19.9,1,35,,,5,5
156,堡林,2021-04-23 22:00,18.8,2,36,,,8,8
156,堡林,2021-04-23 23:00,17.6,2.3,38,,,9,4
156,堡林,2021-04-24 0:00,17.4,3.3,31,,,7,7
156,堡林,2021-04-24 1:00,16.3,1.3,32,,,7,7
156,堡林,2021-04-24 2:00,15,1.7,35,,,6,5
156,堡林,2021-04-24 3:00,15.2,1.5,33,,,6,6
156,堡林,2021-04-24 4:00,14.6,1.3,33,,,8,8
156,堡林,2021-04-24 5:00,14.6,0.6,32,,,6,6
156,堡林,2021-04-24 6:00,13.6,0.8,36,0,0.05,7,7
156,堡林,2021-04-24 7:00,14.9,0.4,36,0.5,0.34,7,7
156,堡林,2021-04-24 8:00,16.9,1,35,1,1.13,6,6
156,堡林,2021-04-24 9:00,17.7,0.1,35,0.9,1.51,3,3
156,堡林,2021-04-24 10:00,20.2,0.5,34,1,2.53,2,2
156,堡林,2021-04-24 11:00,21.7,0.7,34,1,2.94,3,3
156,堡林,2021-04-24 12:00,23.9,1,30,1,3.36,2,2
156,堡林,2021-04-24 13:00,25.6,1.2,31,1,3.47,4,1
156,堡林,2021-04-24 14:00,25.4,1.9,24,1,3.01,6,6
156,堡林,2021-04-24 15:00,25.9,1.3,25,0.8,2.59,8,8
156,堡林,2021-04-24 16:00,24.8,2,28,1,2.62,6,6
156,堡林,2021-04-24 17:00,21.9,2,31,0.9,1.6,7,7
156,堡林,2021-04-24 18:00,21,1.3,33,0.3,0.74,8,8
156,堡林,2021-04-24 19:00,19.8,0.9,36,0,0.2,8,3
156,堡林,2021-04-24 20:00,18.5,0.1,38,0,0.05,8,3
156,堡林,2021-04-24 21:00,19.4,0.7,34,,,10,10
156,堡林,2021-04-24 22:00,18.7,0.5,35,,,8,8
156,堡林,2021-04-24 23:00,17.2,1.3,38,,,7,6
156,堡林,2021-04-25 0:00,15.8,1.1,42,,,0,0
156,堡林,2021-04-25 1:00,16.4,0.6,42,,,4,4
156,堡林,2021-04-25 2:00,16,0.1,46,,,7,4
156,堡林,2021-04-25 3:00,14.8,0.4,50,,,3,3
156,堡林,2021-04-25 4:00,14.1,0.5,54,,,5,5
156,堡林,2021-04-25 5:00,13.6,0.4,57,,,0,0
156,堡林,2021-04-25 6:00,13.1,0.1,60,0,0.05,0,0
156,堡林,2021-04-25 7:00,13.2,0,64,0.6,0.33,0,0
156,堡林,2021-04-25 8:00,15.7,0.2,56,1,1.01,0,0
156,堡林,2021-04-25 9:00,18.5,0.5,46,1,1.79,0,0
156,堡林,2021-04-25 10:00,20.2,0.8,38,1,2.47,0,0
156,堡林,2021-04-25 11:00,22.2,0.5,40,1,3.01,0,0
156,堡林,2021-04-25 12:00,22.3,1,32,1,3.31,0,0
156,堡林,2021-04-25 13:00,24.8,2.1,32,1,3.38,4,0
156,堡林,2021-04-25 14:00,25.7,1.9,30,1,3.39,3,0
156,堡林,2021-04-25 15:00,24.2,1.1,32,0.7,2.05,8,8
156,堡林,2021-04-25 16:00,21.9,5.9,45,0,0.7,9,9
156,堡林,2021-04-25 17:00,20.3,3.5,49,0,0.43,9,9
156,堡林,2021-04-25 18:00,19.3,3.1,50,0,0.17,9,9
156,堡林,2021-04-25 19:00,18.3,2.5,54,0,0.1,9,6
156,堡林,2021-04-25 20:00,17.2,1.6,56,0,0.05,9,4
156,堡林,2021-04-25 21:00,15.9,0.9,63,,,2,0
156,堡林,2021-04-25 22:00,15.5,1.3,66,,,5,0
156,堡林,2021-04-25 23:00,14.9,1.9,71,,,5,0
156,堡林,2021-04-26 0:00,14.4,2.1,76,,,3,0
156,堡林,2021-04-26 1:00,14.1,0.7,76,,,4,0
156,堡林,2021-04-26 2:00,13.6,0.6,80,,,0,0
156,堡林,2021-04-26 3:00,12.9,0.5,84,,,1,0
156,堡林,2021-04-26 4:00,12.6,0.1,83,,,2,0
156,堡林,2021-04-26 5:00,12.5,0.6,82,,,3,1
156,堡林,2021-04-26 6:00,12.8,0.3,82,0,0.06,9,6
156,堡林,2021-04-26 7:00,12.6,0.6,81,0.4,0.33,7,3
156,堡林,2021-04-26 8:00,14,0.3,60,1,1.04,6,0
156,堡林,2021-04-26 9:00,15.2,0.4,49,1,1.71,6,0
156,堡林,2021-04-26 10:00,17.3,0.8,40,1,2.31,6,0
156,堡林,2021-04-26 11:00,18.4,0.6,28,1,2.93,7,0
156,堡林,2021-04-26 12:00,19.2,1.9,22,1,3.38,5,0
156,堡林,2021-04-26 13:00,20.2,2.5,26,1,2.99,7,0
156,堡林,2021-04-26 14:00,20.3,2.6,24,1,2.99,7,0
156,堡林,2021-04-26 15:00,21.8,2.1,26,1,2.95,6,0
156,堡林,2021-04-26 16:00,21.8,1,26,1,2.55,0,0
156,堡林,2021-04-26 17:00,21.2,1.8,30,1,1.83,0,0
156,堡林,2021-04-26 18:00,20.3,2,35,1,1.07,0,0
156,堡林,2021-04-26 19:00,17.9,3.6,41,0.8,0.32,0,0
156,堡林,2021-04-26 20:00,16.6,2.7,47,0,0.06,3,0
156,堡林,2021-04-26 21:00,15.7,1.8,50,,,4,0
156,堡林,2021-04-26 22:00,15.1,1,52,,,7,0
156,堡林,2021-04-26 23:00,14.5,1,55,,,7,0
156,堡林,2021-04-27 0:00,13.7,1,57,,,7,0
156,堡林,2021-04-27 1:00,13.6,0.4,57,,,8,1
156,堡林,2021-04-27 2:00,12.8,0,59,,,8,5
156,堡林,2021-04-27 3:00,12.8,0,59,,,8,0
156,堡林,2021-04-27 4:00,12.3,0.4,60,,,6,0
156,堡林,2021-04-27 5:00,12,0.4,67,,,6,3
156,堡林,2021-04-27 6:00,12.1,0.3,71,0,0.05,4,2
156,堡林,2021-04-27 7:00,12.7,0.2,67,0,0.25,8,4
156,堡林,2021-04-27 8:00,13.3,0.1,62,0,0.54,10,10
156,堡林,2021-04-27 9:00,15.8,0.7,51,0.3,1.04,9,9
156,堡林,2021-04-27 10:00,16.5,0.7,48,0.1,1.49,9,9
156,堡林,2021-04-27 11:00,18,1.9,37,0.2,1.8,9,9
156,堡林,2021-04-27 12:00,19.1,1.8,41,0.1,1.75,10,10
156,堡林,2021-04-27 13:00,19.4,0.8,39,0,1.28,10,10
156,堡林,2021-04-27 14:00,20.1,2.1,30,0.5,2.31,10,10
156,堡林,2021-04-27 15:00,20.6,3.1,29,0.1,1.5,9,9
156,堡林,2021-04-27 16:00,20,3.2,36,0.3,1.67,8,8
156,堡林,2021-04-27 17:00,19.8,1.5,45,0.1,0.93,9,9
156,堡林,2021-04-27 18:00,19.2,2.2,46,0,0.42,9,9
156,堡林,2021-04-27 19:00,18.6,2.3,48,0,0.15,10,10
156,堡林,2021-04-27 20:00,17.6,2.4,55,0,0.05,10,4
156,堡林,2021-04-27 21:00,16.9,1.7,61,,,10,10
156,堡林,2021-04-27 22:00,16.3,1.4,66,,,10,2
156,堡林,2021-04-27 23:00,16.2,1.6,68,,,10,4
156,堡林,2021-04-28 0:00,16.2,0.7,72,,,10,10
156,堡林,2021-04-28 1:00,15.9,1.2,77,,,10,9
156,堡林,2021-04-28 2:00,15.6,0.8,79,,,10,0
156,堡林,2021-04-28 3:00,15.2,0.7,81,,,7,7
156,堡林,2021-04-28 4:00,15.4,1,82,,,8,8
156,堡林,2021-04-28 5:00,14.2,0.7,94,,,5,0
156,堡林,2021-04-28 6:00,13.8,1.3,94,0,0.06,10,10
156,堡林,2021-04-28 7:00,14.8,0.3,92,0,0.17,8,8
156,堡林,2021-04-28 8:00,16.2,0.6,89,0.7,0.85,6,6
156,堡林,2021-04-28 9:00,17.6,0.2,74,0.8,1.59,7,7
156,堡林,2021-04-28 10:00,18.6,0.7,56,1,2.39,5,0
156,堡林,2021-04-28 11:00,20.7,0.7,47,1,2.91,5,0
156,堡林,2021-04-28 12:00,21.5,0.8,39,1,2.86,7,0
156,堡林,2021-04-28 13:00,22.1,1.5,31,1,2.96,7,0
156,堡林,2021-04-28 14:00,23,1.1,26,0.4,2.14,9,0
156,堡林,2021-04-28 15:00,22.3,2.6,24,0.6,2,8,0
156,堡林,2021-04-28 16:00,22.5,1.2,19,0.7,1.75,8,0
156,堡林,2021-04-28 17:00,21.4,2.4,23,0.4,1.06,8,0
156,堡林,2021-04-28 18:00,20.1,2.4,23,0,0.44,10,10
156,堡林,2021-04-28 19:00,19,1.5,28,0,0.19,9,0
156,堡林,2021-04-28 20:00,17.9,1.1,36,0,0.06,9,0
156,堡林,2021-04-28 21:00,16.8,2.4,47,,,8,0
156,堡林,2021-04-28 22:00,16.4,2.5,49,,,8,0
156,堡林,2021-04-28 23:00,15.4,1.9,50,,,9,0
156,堡林,2021-04-29 0:00,16,0.2,48,,,9,0
156,堡林,2021-04-29 1:00,15.2,0,51,,,9,5
156,堡林,2021-04-29 2:00,15,0.6,53,,,9,0
156,堡林,2021-04-29 3:00,14.4,0.4,56,,,10,10
156,堡林,2021-04-29 4:00,14.6,0.7,56,,,9,0
156,堡林,2021-04-29 5:00,14.6,0.5,56,,,9,0
156,堡林,2021-04-29 6:00,14.1,0.1,66,0,0.06,10,10
156,堡林,2021-04-29 7:00,13.6,0.8,69,0,0.24,10,4
156,堡林,2021-04-29 8:00,14.2,1.4,66,0,0.69,8,0
156,堡林,2021-04-29 9:00,16,1.7,61,0.8,1.37,6,0
156,堡林,2021-04-29 10:00,18.2,2.7,52,1,2.48,0,0
156,堡林,2021-04-29 11:00,20,2.7,50,1,3.05,0,0
156,堡林,2021-04-29 12:00,21.9,2.5,32,1,3.43,0,0
156,堡林,2021-04-29 13:00,21.2,2.3,25,1,3.45,0,0
156,堡林,2021-04-29 14:00,22.2,1,26,1,3.31,0,0
156,堡林,2021-04-29 15:00,21.8,1.8,22,1,2.95,0,0
156,堡林,2021-04-29 16:00,22.6,1.6,25,1,2.39,0,0
156,堡林,2021-04-29 17:00,22.2,2.9,21,1,1.75,2,0
156,堡林,2021-04-29 18:00,20.6,3.1,21,1,0.93,3,0
156,堡林,2021-04-29 19:00,19.5,2.6,25,0.1,0.26,6,0
156,堡林,2021-04-29 20:00,18.6,1.7,40,0,0.05,8,8
156,堡林,2021-04-29 21:00,18.1,2.7,39,,,10,3
156,堡林,2021-04-29 22:00,16.9,6.2,38,,,10,8
156,堡林,2021-04-29 23:00,12.2,6,88,,,10,7
