TM_6,TM_9,TM_12,TM_15,TM_18,WS_6,WS_9,WS_12,WS_15,WS_18,SK_6,SK_9,SK_12,SK_5,SK_18,PP_6,PP_9,PP_12,PP_15,PP_18,PR_9,PR_15,PR_21
19.0,14.0,9.0,7.0,6.0,1.7,2.2,1.9,1.5,1.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,14.0,10.0,9.0,8.0,1.3,1.8,1.7,1.4,1.5,3.0,3.0,3.0,4.0,3.0,20.0,20.0,20.0,30.0,20.0,0.0,0.0,0.0
19.0,14.0,10.0,8.0,6.0,2.7,1.5,1.2,2.1,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,15.0,11.0,11.0,9.0,2.6,1.8,0.8,0.1,0.9,1.0,4.0,4.0,4.0,4.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
19.0,14.0,10.0,7.0,6.0,3.7,1.7,1.3,1.4,1.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,14.0,10.0,8.0,7.0,3.1,1.5,2.0,1.6,1.8,3.0,1.0,1.0,1.0,3.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
21.0,16.0,11.0,9.0,9.0,0.8,0.8,1.3,1.1,1.7,1.0,1.0,3.0,3.0,3.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0
19.0,16.0,11.0,9.0,8.0,0.7,1.6,1.8,1.4,1.2,4.0,3.0,1.0,1.0,1.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,16.0,12.0,10.0,10.0,1.9,1.3,1.6,1.3,1.3,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
19.0,14.0,10.0,9.0,8.0,3.4,1.7,1.2,1.2,1.8,3.0,3.0,3.0,4.0,4.0,20.0,20.0,20.0,30.0,30.0,0.0,0.0,0.0
17.0,13.0,9.0,7.0,5.0,3.1,1.8,1.2,1.1,1.6,3.0,4.0,3.0,1.0,1.0,20.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0
18.0,13.0,9.0,8.0,7.0,2.6,1.3,1.7,0.8,0.4,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0
21.0,15.0,10.0,8.0,7.0,2.0,1.9,1.8,1.6,1.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,15.0,11.0,10.0,9.0,2.1,2.3,2.2,1.9,2.2,3.0,3.0,3.0,3.0,4.0,20.0,20.0,20.0,20.0,30.0,0.0,0.0,0.0
22.0,16.0,12.0,9.0,8.0,2.8,2.0,1.9,1.6,1.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,16.0,13.0,13.0,13.0,3.9,2.8,2.3,2.4,3.3,1.0,1.0,3.0,3.0,4.0,0.0,0.0,20.0,20.0,30.0,0.0,0.0,2.0
11.0,9.0,8.0,8.0,7.0,9.3,4.1,4.2,3.8,2.6,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
11.0,9.0,7.0,6.0,6.0,5.0,2.7,2.1,2.8,3.1,4.0,3.0,3.0,3.0,4.0,30.0,20.0,20.0,20.0,30.0,0.0,0.0,0.0
10.0,9.0,8.0,8.0,7.0,6.0,1.8,1.6,1.6,1.3,4.0,4.0,4.0,4.0,4.0,30.0,30.0,60.0,30.0,30.0,0.0,0.0,0.0
11.0,8.0,6.0,5.0,4.0,5.2,1.7,1.6,1.8,1.7,4.0,4.0,3.0,4.0,4.0,30.0,30.0,20.0,60.0,30.0,0.0,0.0,0.0
10.0,8.0,6.0,4.0,4.0,2.6,1.5,1.9,1.4,1.2,4.0,4.0,4.0,4.0,4.0,60.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
15.0,11.0,7.0,6.0,5.0,3.0,1.8,1.8,1.6,1.5,3.0,3.0,1.0,3.0,3.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0
17.0,13.0,9.0,7.0,6.0,3.3,1.9,1.3,1.1,1.0,3.0,1.0,1.0,1.0,3.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
17.0,12.0,7.0,6.0,5.0,1.6,1.8,1.4,1.3,1.7,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
16.0,10.0,6.0,5.0,3.0,2.8,1.5,1.3,1.2,1.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,10.0,7.0,6.0,5.0,1.8,1.4,0.5,0.7,1.2,3.0,3.0,3.0,3.0,4.0,20.0,20.0,20.0,20.0,30.0,0.0,0.0,0.0
17.0,12.0,8.0,6.0,5.0,1.9,1.6,1.0,0.7,0.1,3.0,3.0,1.0,1.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,13.0,9.0,8.0,8.0,2.4,1.6,1.2,1.4,1.8,3.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,13.0,9.0,8.0,7.0,1.6,1.7,1.8,2.0,1.5,3.0,4.0,3.0,3.0,3.0,20.0,30.0,20.0,20.0,20.0,0.0,0.0,0.0
16.0,13.0,11.0,11.0,10.0,2.2,1.3,1.2,1.8,4.3,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,60.0,0.0,0.0,2.0
8.0,5.0,4.0,3.0,2.0,6.8,2.6,1.6,1.3,1.6,3.0,3.0,4.0,4.0,4.0,20.0,20.0,30.0,30.0,30.0,0.0,0.0,0.0
6.0,5.0,4.0,4.0,4.0,4.2,1.4,2.0,1.9,1.6,4.0,4.0,4.0,4.0,4.0,60.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
13.0,8.0,5.0,5.0,6.0,4.5,1.6,1.6,1.6,1.5,1.0,4.0,4.0,4.0,4.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
12.0,7.0,3.0,2.0,1.0,4.1,1.3,1.3,1.5,1.3,1.0,3.0,1.0,1.0,3.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
10.0,6.0,5.0,3.0,2.0,2.3,1.3,1.2,2.0,1.5,1.0,1.0,3.0,3.0,3.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0
10.0,5.0,2.0,1.0,0.0,2.3,2.1,1.5,1.7,1.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,9.0,6.0,4.0,3.0,1.0,0.6,1.5,1.7,1.8,3.0,3.0,3.0,3.0,3.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0
15.0,11.0,7.0,7.0,9.0,1.7,1.6,1.9,2.6,3.6,3.0,3.0,4.0,4.0,4.0,20.0,20.0,30.0,30.0,30.0,0.0,0.0,0.0
10.0,7.0,5.0,4.0,3.0,6.7,8.1,6.6,5.5,7.9,4.0,4.0,1.0,3.0,3.0,60.0,30.0,0.0,20.0,20.0,0.0,0.0,0.0
5.0,3.0,1.0,0.0,-1.0,6.4,2.0,1.1,1.2,1.0,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
8.0,5.0,4.0,4.0,4.0,2.9,1.8,2.3,1.6,1.7,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
8.0,5.0,3.0,3.0,1.0,5.0,2.0,1.2,1.0,0.8,1.0,4.0,4.0,4.0,4.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
10.0,6.0,2.0,0.0,-2.0,3.2,1.8,1.3,1.2,1.3,3.0,3.0,1.0,1.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,6.0,2.0,1.0,0.0,0.6,1.2,1.4,1.4,1.3,3.0,3.0,3.0,3.0,1.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
13.0,9.0,5.0,3.0,1.0,1.6,1.6,1.4,1.4,1.4,4.0,4.0,4.0,3.0,1.0,30.0,30.0,30.0,20.0,0.0,0.0,0.0,0.0
12.0,8.0,4.0,2.0,1.0,3.4,1.7,1.4,2.1,0.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8.0,5.0,3.0,2.0,1.6,1.9,1.5,2.1,1.5,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
12.0,9.0,7.0,6.0,5.0,2.1,1.4,1.7,1.4,1.5,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
13.0,9.0,6.0,5.0,5.0,3.1,1.4,1.1,1.3,1.8,4.0,3.0,1.0,3.0,3.0,30.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0
12.0,9.0,6.0,6.0,6.0,2.1,1.7,1.4,1.1,0.9,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
6.0,3.0,1.0,-1.0,-2.0,5.5,3.4,2.6,2.9,3.1,4.0,4.0,4.0,4.0,3.0,30.0,30.0,30.0,30.0,20.0,0.0,0.0,0.0
4.0,1.0,-1.0,-2.0,-3.0,3.4,1.3,1.1,0.8,0.8,1.0,1.0,3.0,3.0,3.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0
8.0,5.0,1.0,0.0,0.0,2.6,1.8,2.0,2.3,1.6,4.0,3.0,1.0,3.0,1.0,30.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
14.0,9.0,5.0,4.0,4.0,2.8,1.5,0.6,1.0,0.9,3.0,3.0,3.0,3.0,4.0,20.0,20.0,20.0,20.0,30.0,0.0,0.0,0.0
11.0,9.0,6.0,6.0,5.0,3.0,1.5,1.4,1.3,3.4,4.0,3.0,3.0,4.0,4.0,30.0,20.0,20.0,30.0,30.0,0.0,0.0,0.0
0.0,-2.0,-3.0,-5.0,-6.0,5.6,5.7,4.7,2.9,2.8,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,30.0,30.0,0.0,0.0,0.0
1.0,-1.0,-2.0,-2.0,0.0,0.7,1.5,1.4,1.6,1.6,4.0,4.0,4.0,4.0,4.0,30.0,60.0,30.0,30.0,30.0,0.0,0.0,0.0
6.0,3.0,-1.0,-2.0,-1.0,3.0,1.3,1.3,2.2,1.6,4.0,3.0,1.0,3.0,4.0,30.0,20.0,0.0,20.0,30.0,0.0,0.0,0.0
12.0,8.0,4.0,3.0,3.0,4.7,1.4,1.4,1.4,1.2,3.0,1.0,1.0,1.0,3.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
13.0,8.0,3.0,-1.0,-2.0,3.0,2.0,2.3,2.5,2.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,5.0,0.0,-2.0,-3.0,2.7,1.5,1.4,1.4,1.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,6.0,2.0,0.0,-1.0,1.4,1.6,1.8,1.6,1.6,1.0,3.0,3.0,4.0,1.0,0.0,20.0,20.0,30.0,0.0,0.0,0.0,0.0
8.0,3.0,0.0,-3.0,-4.0,4.2,3.4,3.4,4.8,4.5,4.0,4.0,1.0,1.0,4.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0
-4.0,-5.0,-7.0,-9.0,-9.0,6.4,4.8,3.7,3.8,3.7,4.0,4.0,4.0,4.0,4.0,30.0,30.0,60.0,60.0,60.0,0.0,0.0,0.0
-2.0,-5.0,-7.0,-8.0,-9.0,2.3,1.6,1.7,1.6,1.1,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,60.0,30.0,0.0,0.0,0.0
1.0,-1.0,-1.0,-2.0,-2.0,2.8,1.3,1.2,1.2,1.8,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
8.0,4.0,1.0,0.0,-1.0,2.6,1.3,1.1,1.4,1.2,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
8.0,5.0,3.0,1.0,0.0,4.7,2.0,3.2,2.8,3.0,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
4.0,2.0,0.0,-2.0,-4.0,6.5,3.1,3.3,3.7,4.2,4.0,4.0,4.0,4.0,4.0,60.0,30.0,30.0,60.0,60.0,0.0,0.0,0.0
0.0,-3.0,-5.0,-6.0,-6.0,4.7,2.2,2.5,2.4,2.5,3.0,3.0,1.0,3.0,3.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0
5.0,1.0,-2.0,-3.0,-4.0,2.1,1.1,0.5,1.0,1.7,3.0,3.0,3.0,3.0,1.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
