,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,load_flag
210126,759.0,745.0,748.4,712.3,701.5,726.2,754.2,785.6,857.2,919.6,960.1,980.3,960.3,962.6,962.4,936.8,931.9,932.7,884.5,837.0,843.7,856.6,838.5,815.3,0
210127,812.1,802.6,806.0,822.9,777.8,772.2,784.3,775.5,889.8,941.7,953.5,938.1,872.5,857.2,870.2,914.3,916.5,953.7,932.0,904.8,930.0,903.2,899.6,863.7,0
210128,866.9,891.5,852.2,886.2,857.3,867.2,866.6,854.4,952.9,1009.3,1034.8,998.2,965.4,971.6,945.0,978.8,961.1,987.8,968.8,953.0,961.3,933.3,943.1,909.9,0
210129,920.5,965.9,898.3,923.7,913.0,939.1,933.1,933.9,1010.3,1072.7,1114.2,1050.6,1044.5,1068.3,1003.5,1033.0,996.7,1018.9,987.4,967.9,939.9,939.0,958.8,949.0,0
210130,934.6,911.1,967.2,931.1,906.3,912.7,899.2,886.1,864.4,878.9,842.5,848.8,788.8,798.9,840.4,848.0,879.7,912.4,889.3,862.6,859.4,859.6,867.6,913.0,1
210131,942.9,897.3,1007.0,932.4,905.1,906.0,893.3,865.7,812.7,876.9,833.0,828.1,772.6,776.6,810.1,810.2,845.3,904.1,874.2,832.0,825.9,850.5,839.4,899.6,1
210201,835.7,822.5,823.6,830.5,845.9,795.2,875.8,829.8,876.2,1057.1,1076.0,992.0,1023.8,996.1,1004.4,1060.8,1053.6,1013.3,1016.8,1028.6,1004.1,956.9,977.2,915.2,0
210202,840.9,839.7,836.6,831.0,845.5,805.3,863.7,847.8,925.3,1065.0,1063.7,1016.2,1002.6,969.5,976.1,1015.4,1015.3,1003.7,996.0,993.4,977.7,947.5,946.8,905.0,0
210203,912.3,881.9,870.2,849.2,849.6,832.6,840.9,941.6,1044.0,1073.9,1049.1,1051.9,976.9,932.5,919.3,947.2,943.6,990.8,970.8,931.8,910.9,933.8,887.9,855.5,0
210204,835.3,852.4,816.7,790.3,790.8,824.5,789.3,845.6,955.8,1050.9,1064.0,983.8,988.0,978.0,1005.1,957.4,961.8,1005.5,961.0,939.4,953.8,948.1,905.5,938.2,0
210205,885.3,932.6,875.9,915.9,869.8,844.6,881.4,873.3,930.8,1002.0,1052.9,1037.0,967.8,954.5,976.7,932.6,911.7,939.6,875.2,846.2,871.8,861.5,826.8,822.9,0
210206,819.9,801.3,812.6,821.2,813.3,781.8,816.2,796.9,832.8,793.6,782.9,808.0,802.6,763.7,793.9,815.4,781.5,781.9,802.1,781.5,784.3,767.0,798.0,780.8,1
210207,771.1,784.1,765.0,778.3,759.2,738.2,753.2,754.0,753.6,757.1,711.5,694.4,674.8,711.5,687.9,754.7,754.8,808.9,837.0,831.2,827.0,846.2,813.3,818.3,1
210208,825.1,822.7,788.8,792.4,822.4,766.6,808.3,784.1,885.8,945.5,980.3,956.5,970.1,987.7,939.5,939.0,958.8,986.1,980.2,934.0,913.0,891.1,884.7,873.1,0
210209,852.1,834.6,811.8,796.2,786.9,815.4,816.7,796.9,953.4,1038.5,1028.3,963.2,928.2,926.9,929.2,901.2,908.4,903.1,902.0,890.7,907.2,937.6,870.6,848.0,0
210210,886.1,852.0,835.1,839.8,860.3,841.0,840.2,842.4,923.9,938.4,968.8,938.8,881.6,876.9,869.9,846.5,882.0,881.3,833.6,823.2,802.2,780.6,814.7,759.2,0
210211,809.3,811.6,780.4,764.8,777.7,778.1,794.9,782.1,785.3,762.6,732.1,744.7,698.3,704.3,703.6,689.0,715.9,712.1,742.3,722.0,717.2,681.1,707.0,699.6,1
210212,722.0,723.8,747.1,718.5,707.6,731.5,737.1,720.5,731.0,720.7,698.0,662.2,621.5,597.6,603.4,611.8,659.5,686.6,714.5,695.6,698.6,714.8,721.2,747.0,1
210213,761.4,756.0,788.6,749.8,735.5,769.5,856.8,833.0,727.8,733.4,710.4,636.3,638.9,645.2,638.1,612.4,646.0,686.9,686.8,699.2,711.7,694.9,724.9,735.3,1
210214,754.4,761.8,744.7,714.2,733.2,678.6,702.1,718.8,707.0,672.2,676.1,689.3,647.9,637.4,689.7,668.5,714.5,699.9,698.4,690.3,706.8,718.2,727.6,701.2,1
210215,705.3,699.1,684.8,684.6,707.2,685.2,701.3,690.4,807.7,916.7,942.6,931.2,958.7,968.5,978.2,980.1,1002.9,1000.2,957.5,939.5,924.3,852.1,885.2,826.0,0
210216,834.9,790.1,806.2,783.8,771.5,782.6,813.2,822.3,910.8,1010.3,1018.9,988.9,972.0,963.7,955.8,995.7,988.9,992.2,947.6,923.2,920.0,902.9,887.7,871.3,0
210217,856.2,853.9,823.0,840.9,826.1,819.4,845.3,932.9,910.4,1062.5,1087.7,1108.6,1092.5,1100.1,1131.9,1132.0,1144.4,1153.4,1098.8,1051.0,1037.4,984.1,964.2,976.5,0
210218,960.6,904.2,901.5,882.7,876.8,899.1,879.2,871.7,989.2,1083.7,1096.9,1096.4,1011.6,1077.0,1061.4,1133.7,1119.8,1083.0,1032.2,1000.7,982.5,974.9,965.5,948.0,0
210219,905.5,885.4,894.4,861.3,876.3,902.2,890.7,926.0,991.8,1043.5,1040.9,1010.3,968.2,951.6,925.8,923.1,913.6,911.6,835.9,837.2,832.5,830.9,822.9,801.8,0
210220,795.5,832.2,822.9,810.9,784.3,777.3,823.8,799.2,775.4,778.6,813.6,714.2,681.9,700.8,719.0,726.3,714.1,760.3,738.7,714.3,751.4,706.6,748.0,738.7,1
210221,720.1,745.4,752.9,724.2,710.0,685.8,758.9,745.3,782.7,790.1,769.0,688.6,665.0,667.2,683.5,679.7,680.2,732.1,751.5,744.9,778.8,744.9,784.7,767.4,1
210222,698.6,661.0,687.4,657.6,664.5,652.9,699.0,742.5,809.7,845.8,821.1,777.5,748.1,755.0,763.1,767.0,788.4,805.3,800.3,793.4,812.3,828.0,828.7,797.9,0
210223,785.1,816.2,816.6,750.1,811.7,767.9,800.8,832.7,848.3,923.8,952.4,948.8,894.3,927.0,915.5,885.0,922.1,906.8,874.9,841.3,825.8,825.5,809.2,787.2,0
210224,803.8,768.5,826.9,797.8,803.3,808.2,801.2,836.6,924.7,961.0,1004.0,982.0,993.5,948.5,934.3,947.3,930.2,968.1,906.7,884.4,918.3,864.6,848.4,824.8,0
210225,873.4,814.9,802.7,830.8,805.7,796.9,803.9,794.4,882.2,974.7,1013.5,984.0,992.7,963.3,992.3,978.2,962.9,930.0,894.0,856.4,819.8,827.5,799.8,782.9,0
210226,761.6,746.6,718.6,753.0,726.8,741.1,739.4,730.0,803.0,886.6,891.7,855.1,834.6,837.4,851.7,845.5,841.2,823.8,792.0,773.8,746.7,779.4,774.6,725.9,0
210227,719.7,703.8,704.0,723.4,698.7,710.1,703.2,683.1,721.7,711.3,678.3,664.4,634.2,636.0,596.0,651.3,639.0,665.8,660.3,652.9,674.9,721.7,705.3,703.9,1
210228,710.5,683.2,696.8,719.1,686.6,691.1,673.4,645.6,642.4,578.5,526.2,515.1,471.9,503.1,441.4,508.3,523.4,561.0,556.0,563.1,605.6,670.6,665.1,688.5,1
210301,700.9,677.6,643.0,691.4,648.9,628.9,599.4,632.6,634.1,648.9,676.4,673.1,679.1,700.9,698.7,692.5,714.8,749.4,737.8,730.5,747.8,765.0,751.3,738.5,0
210302,719.9,701.5,701.6,698.5,685.0,666.4,722.6,706.9,866.4,936.1,917.3,915.3,880.1,857.4,886.6,878.5,829.4,859.9,865.5,853.1,848.0,857.5,816.9,829.4,0
210303,771.0,801.9,791.9,794.5,765.2,777.1,812.0,865.9,882.7,994.8,939.3,924.7,903.2,864.7,839.2,853.2,816.2,850.9,823.1,785.0,765.0,777.3,765.8,734.3,0
210304,730.8,704.1,693.7,712.0,685.4,695.0,689.3,725.5,830.6,933.0,900.2,933.6,930.9,903.2,897.9,933.2,891.2,899.3,832.7,798.9,819.8,795.1,809.8,797.6,0
210305,779.1,729.0,726.8,738.3,749.4,715.0,754.7,761.8,822.0,862.3,840.3,834.3,789.9,745.0,749.3,750.0,742.7,759.6,725.5,699.0,698.3,700.2,669.8,694.6,0
210306,683.2,684.9,667.5,642.4,668.4,660.7,687.9,665.6,641.1,678.3,649.5,633.2,640.4,627.5,621.1,629.5,631.2,629.2,656.3,662.9,650.9,638.8,634.3,661.2,1
210307,671.4,677.3,647.0,633.7,642.2,667.9,657.8,661.3,666.7,675.7,646.5,627.8,615.7,616.4,626.9,626.2,647.8,661.1,688.6,708.8,703.6,699.0,717.1,674.4,1
210308,671.4,683.2,646.6,650.9,672.6,645.9,663.6,674.9,776.2,854.9,834.2,822.4,774.7,767.1,786.5,768.3,766.5,765.0,745.4,763.9,731.6,778.1,715.0,706.1,0
210309,678.2,664.0,666.5,672.5,657.1,659.5,678.2,715.6,794.0,865.6,814.2,780.7,746.7,756.2,759.5,750.9,761.7,782.3,773.0,759.5,738.0,727.8,740.1,716.0,0
210310,718.1,690.7,674.2,663.8,698.3,680.4,682.8,709.2,782.4,852.7,820.0,776.3,729.0,718.2,743.7,777.7,715.0,714.8,711.2,700.6,658.3,669.4,685.1,684.9,0
210311,670.7,663.5,659.4,682.9,645.8,622.8,663.7,653.5,742.6,797.0,790.6,774.2,713.2,720.0,706.0,726.1,723.7,722.2,697.6,669.6,643.1,657.0,661.9,636.7,0
210312,622.9,641.1,664.6,626.5,619.5,601.2,641.1,624.5,720.2,774.9,786.1,790.4,799.7,772.5,804.0,781.8,789.4,779.9,716.8,667.7,689.1,687.3,676.0,660.2,0
210313,666.8,663.2,620.8,628.9,666.4,645.2,641.2,653.1,650.1,605.2,601.5,608.7,595.1,595.6,585.9,597.4,599.0,606.3,629.9,651.7,648.0,649.3,693.2,660.7,1
210314,651.4,624.0,660.6,661.5,640.7,678.4,669.8,663.4,657.8,638.8,626.9,595.4,569.2,591.3,574.1,578.4,589.0,613.2,635.8,621.5,614.5,621.4,676.8,638.5,1
210315,658.5,632.3,624.3,616.7,618.5,608.3,635.9,668.9,749.8,798.3,794.2,756.0,732.1,747.3,713.7,737.6,738.4,734.0,724.3,654.3,667.0,646.9,644.4,611.3,0
210316,613.1,618.8,625.4,590.6,617.9,588.9,600.8,635.8,701.4,745.2,763.9,736.9,710.8,704.8,696.2,697.3,736.0,712.6,715.8,685.8,720.3,726.0,710.1,700.7,0
210317,703.0,699.7,663.1,685.9,655.0,681.2,652.9,697.0,744.6,858.8,801.2,812.7,730.8,774.0,731.2,770.2,750.7,739.7,735.1,676.3,712.3,702.7,698.2,699.7,0
210318,682.6,651.9,642.0,627.7,649.9,616.5,666.0,710.3,721.4,775.4,772.3,734.3,695.3,703.9,737.5,757.8,721.7,701.5,694.3,692.7,698.5,723.6,718.6,651.7,0
210319,678.6,676.6,644.4,632.9,635.6,622.5,600.7,637.0,704.7,735.5,711.1,723.7,669.1,664.8,684.1,705.7,707.0,724.6,692.9,664.2,646.6,645.4,600.9,595.3,0
210320,617.2,578.1,571.6,594.4,616.4,613.9,586.8,584.7,610.0,626.2,608.3,636.4,623.4,640.9,644.7,660.2,661.4,639.0,711.8,673.4,663.5,689.9,708.3,655.2,1
210321,584.9,630.7,592.1,610.9,629.3,625.6,609.7,621.7,641.3,597.6,626.0,630.5,634.7,632.6,643.5,657.8,688.4,723.9,714.7,734.3,698.9,727.5,715.3,758.3,1
210322,719.0,678.8,645.1,661.4,638.3,646.7,651.8,662.3,787.6,819.3,889.3,886.5,802.5,813.3,808.7,793.7,788.2,824.9,777.6,779.1,763.8,726.1,718.0,718.1,0
210323,658.4,653.7,634.1,624.8,633.8,631.8,670.3,658.5,767.6,785.1,823.8,792.2,765.4,746.7,767.6,764.4,754.6,763.7,722.9,706.3,732.7,738.4,682.0,684.8,0
210324,693.8,657.9,659.7,666.3,677.1,673.7,684.4,665.3,754.7,799.0,822.6,790.5,747.0,793.2,772.5,784.9,753.6,756.7,710.4,695.1,695.3,706.2,664.2,658.0,0
210325,677.2,662.6,625.5,618.2,590.3,646.0,640.9,684.7,685.9,759.4,760.0,745.8,714.7,696.5,697.4,736.0,705.6,709.6,703.7,648.2,671.1,678.8,637.9,642.7,0
210326,656.5,631.2,630.5,611.6,625.5,620.9,636.3,624.0,684.6,724.5,737.4,728.4,697.1,679.4,703.1,675.9,673.6,651.8,638.2,650.5,618.6,637.3,592.0,596.3,0
210327,600.5,585.0,621.3,611.4,594.1,604.7,607.1,607.1,591.3,574.0,578.5,571.1,608.6,640.8,620.3,632.8,676.6,645.5,621.3,624.1,647.4,633.6,673.0,628.2,1
210328,658.6,596.5,646.4,636.1,626.8,625.9,612.1,618.5,632.2,623.9,621.5,631.0,600.4,608.6,640.8,605.3,608.3,612.8,676.9,643.4,651.2,629.5,628.1,634.4,1
210329,622.0,651.6,635.9,641.2,629.0,617.1,640.5,629.5,690.7,701.9,751.1,742.5,676.2,702.7,719.9,687.4,703.0,745.9,659.7,672.6,636.8,637.6,627.4,633.8,0
210330,628.8,623.3,607.7,569.6,601.4,613.7,638.9,639.9,705.1,716.5,719.8,728.8,712.9,690.8,712.9,717.7,675.5,703.3,708.1,684.0,680.2,655.7,652.1,646.9,0
210331,630.9,618.8,595.4,568.0,588.9,611.0,637.9,649.4,705.7,719.0,715.4,727.2,719.2,689.7,712.1,726.3,673.6,700.5,724.2,684.5,704.0,670.4,660.3,656.8,0
210401,590.5,577.8,591.0,585.3,593.0,581.1,601.9,582.2,631.4,680.7,725.8,708.4,706.0,722.9,777.0,742.6,732.6,719.2,692.4,644.5,687.0,663.2,636.8,635.1,0
210402,615.7,590.5,576.5,587.5,566.6,598.3,578.8,594.0,625.1,664.5,697.1,721.7,697.4,707.0,752.5,722.8,719.7,705.5,658.9,645.7,615.4,616.1,650.2,588.1,0
210403,597.2,597.7,590.3,574.6,566.7,558.9,585.7,592.9,583.7,583.8,582.1,593.3,598.9,627.1,630.4,625.1,620.8,618.6,627.4,624.8,616.3,626.0,611.4,632.5,1
210404,597.4,594.5,585.8,592.4,586.1,598.6,581.8,593.2,582.4,607.8,591.4,570.2,593.0,614.9,629.3,641.3,629.8,674.7,640.1,649.0,634.5,663.6,628.6,640.7,1
210405,635.1,616.7,646.6,639.6,642.6,600.9,610.2,611.6,668.6,708.1,749.9,706.3,695.8,704.6,727.3,738.5,738.7,745.9,697.2,658.7,690.3,696.2,668.3,661.7,0
210406,668.3,625.2,604.8,609.6,622.5,641.2,624.7,649.5,691.3,713.8,728.3,720.2,716.7,675.0,735.2,732.4,723.1,707.9,677.2,687.8,667.0,622.6,638.6,628.8,0
210407,676.5,654.4,588.5,592.9,588.9,599.7,618.1,597.4,649.4,674.2,719.4,691.3,675.8,699.3,727.6,733.2,728.9,686.4,735.6,644.6,655.5,644.7,628.5,682.3,0
210408,598.1,576.7,573.0,546.9,594.8,593.9,562.5,592.0,649.2,672.2,705.0,683.4,663.2,675.7,686.1,690.4,727.3,708.3,661.0,668.4,654.8,679.8,653.1,652.6,0
210409,630.8,642.1,620.6,617.9,639.9,592.8,618.4,620.7,677.5,739.7,707.7,726.4,700.2,688.2,704.5,738.2,705.5,677.6,674.0,627.9,652.4,619.3,593.0,583.6,0
210410,577.4,587.5,577.4,604.9,549.7,567.2,552.7,565.1,565.8,570.0,564.8,570.0,568.4,549.8,616.8,652.3,607.4,614.5,620.3,634.9,624.7,631.1,620.0,600.4,1
210411,607.9,623.0,627.3,573.4,604.9,587.2,591.8,570.2,565.0,565.5,553.1,533.0,559.9,586.3,620.9,618.9,626.9,597.8,623.0,601.2,625.0,614.6,618.1,599.1,1
210412,593.4,581.4,569.3,556.4,546.7,575.6,586.1,555.7,623.0,681.0,736.6,709.2,704.4,736.2,782.9,784.5,761.0,766.6,740.5,699.3,700.0,693.3,672.3,654.6,0
210413,655.5,637.7,648.2,637.8,615.6,631.1,596.3,627.2,655.2,736.2,739.9,752.5,734.1,750.7,725.4,760.4,725.0,727.0,699.5,682.9,679.0,678.4,672.2,633.2,0
210414,654.8,651.4,656.9,635.6,660.2,615.7,638.1,605.5,688.0,716.6,750.8,718.2,703.9,713.9,710.6,682.4,724.0,712.4,690.0,651.5,677.1,658.9,642.5,648.1,0
210415,638.2,620.9,641.2,653.9,638.3,609.9,640.5,617.3,667.4,720.2,739.2,726.3,699.4,752.6,743.7,695.0,716.4,724.8,684.6,664.9,668.8,672.2,674.2,663.5,0
210416,644.5,622.9,590.8,641.3,603.2,621.6,592.4,637.3,665.8,718.3,711.5,742.0,683.6,731.2,702.3,686.3,720.8,696.0,653.5,661.4,637.1,616.3,628.9,597.4,0
210417,618.9,578.6,568.9,579.7,573.5,569.2,576.4,576.3,567.0,541.4,539.8,565.4,554.2,586.4,607.3,592.4,620.9,608.1,593.6,617.5,604.2,622.9,645.6,673.6,1
210418,604.4,629.1,612.1,610.6,578.2,592.5,582.4,562.6,551.0,547.8,539.9,560.8,558.2,560.6,571.1,596.7,609.1,644.2,655.4,647.2,666.8,626.6,646.9,653.8,1
210419,643.8,631.2,630.2,587.3,624.2,617.6,651.2,638.8,643.1,683.0,717.3,710.5,694.9,746.5,754.3,737.5,706.1,713.8,697.9,690.9,666.1,675.1,682.6,670.3,0
210420,633.1,618.9,626.0,614.1,588.2,589.2,619.5,621.5,645.0,673.6,635.9,642.4,612.2,646.9,607.1,631.5,613.2,628.6,630.7,588.4,598.3,604.3,590.6,579.8,0
210421,599.7,574.8,585.3,574.0,586.6,574.5,585.6,582.3,617.9,691.2,694.8,673.8,702.4,707.5,725.2,722.3,730.5,730.5,678.4,672.6,661.2,658.7,650.7,643.2,0
210422,602.5,586.9,583.4,578.9,568.1,575.1,605.5,583.5,639.1,702.0,747.1,746.3,708.2,731.4,713.6,729.3,727.4,724.5,674.1,655.5,677.4,680.2,646.2,624.1,0
210423,632.3,605.4,598.3,580.6,570.0,589.0,585.1,558.7,612.0,653.4,680.1,716.3,729.6,725.4,750.7,791.3,752.5,778.9,696.1,666.9,655.8,658.8,642.5,612.6,0
210424,584.4,568.9,575.1,574.5,565.3,559.2,566.0,554.8,559.9,603.3,607.3,603.6,596.8,642.2,642.1,620.5,612.2,609.6,602.0,619.9,625.4,597.1,611.0,594.8,1
210425,577.4,560.3,573.1,566.2,559.6,555.6,576.6,566.2,569.3,577.0,578.1,605.5,607.6,604.9,614.2,610.5,621.2,629.7,588.4,616.3,612.8,618.3,609.0,590.6,1
210426,575.4,580.8,563.8,580.2,569.8,551.8,551.2,568.2,613.8,674.4,698.2,717.5,696.9,702.1,751.4,779.5,778.3,752.0,741.9,713.8,698.0,700.4,696.7,690.8,0
210427,656.7,643.4,607.8,605.3,570.3,576.0,584.3,611.9,678.9,734.4,738.6,754.5,747.9,794.3,773.8,794.4,799.1,762.3,740.1,731.5,692.9,708.8,702.9,647.4,0
210428,623.8,636.7,599.5,596.6,608.0,601.5,611.3,645.6,689.5,758.3,792.8,799.6,762.4,768.9,784.5,820.8,782.8,772.9,737.7,719.1,718.6,701.9,694.5,683.4,0
210429,658.3,642.8,616.3,609.8,617.3,605.7,632.3,604.2,646.0,746.9,774.1,770.0,738.3,774.5,801.4,803.3,809.0,836.4,789.1,739.0,745.3,748.9,693.2,673.6,0
210430,660.9,646.5,623.6,613.6,620.2,608.1,649.7,592.9,637.0,743.1,768.6,757.3,724.5,777.3,806.9,795.7,818.3,857.7,803.2,745.1,768.7,766.4,692.4,669.4,0
210501,649.2,598.8,635.0,567.3,574.5,601.2,586.0,574.8,581.7,588.0,600.3,599.5,614.0,618.0,601.5,617.5,600.1,627.3,599.3,622.0,616.1,619.0,652.6,650.5,1
210502,643.2,624.7,616.1,577.5,590.4,571.2,551.0,545.5,593.9,578.4,580.4,549.0,563.7,557.3,594.0,591.3,629.9,656.5,622.1,639.6,624.3,655.7,656.2,616.9,1
210503,614.5,603.7,558.0,650.1,572.9,584.0,559.9,597.1,658.3,756.0,754.1,765.6,749.3,802.6,821.7,815.3,818.2,803.5,765.1,713.7,742.7,681.6,685.9,667.2,0
210504,670.5,654.2,629.7,612.8,617.8,646.2,623.4,669.0,735.9,812.0,811.5,845.9,868.6,850.3,875.6,854.3,853.1,849.2,831.2,755.5,762.7,720.9,692.3,689.7,0
210505,672.9,630.1,619.8,662.6,653.4,643.5,624.5,634.8,635.4,680.5,681.6,654.3,670.4,674.0,690.5,684.5,696.6,706.2,679.8,713.8,719.3,662.2,650.8,660.1,1
210506,651.3,590.9,584.8,578.2,560.2,570.2,584.1,601.9,644.3,702.4,773.5,782.0,817.7,830.7,850.6,813.1,837.2,811.6,768.2,726.1,725.2,709.1,696.4,685.6,0
210507,679.7,649.9,634.9,626.4,653.2,615.7,638.7,651.3,668.0,770.2,782.2,758.2,796.2,812.1,814.5,760.0,751.9,737.0,709.4,713.3,719.4,679.7,688.7,667.5,0
210508,626.4,630.9,605.3,602.3,594.6,587.8,562.6,588.8,599.6,609.5,621.9,641.6,643.1,672.8,685.7,643.3,687.7,667.1,671.0,654.4,678.1,683.5,664.4,666.9,1
210509,660.4,650.3,624.4,613.5,608.8,582.4,589.8,582.1,596.7,610.8,615.4,657.3,610.1,646.6,664.4,668.0,680.2,675.4,673.7,656.7,692.9,674.4,674.2,688.8,1
210510,633.0,640.4,655.1,610.9,599.8,600.8,593.1,618.3,731.9,756.8,756.0,757.6,769.3,847.9,815.8,841.5,832.3,823.8,785.5,746.6,746.8,748.8,720.9,708.4,0
210511,707.5,682.7,672.3,641.2,633.3,656.0,626.2,661.2,739.2,785.4,847.6,867.8,825.1,902.3,897.9,919.0,875.0,860.0,848.1,800.1,814.2,807.5,795.1,742.9,0
210512,727.3,737.2,737.1,701.7,663.9,649.6,665.9,669.4,715.4,792.1,865.0,864.6,862.7,926.4,954.3,998.2,980.9,982.4,932.8,916.8,869.9,888.6,863.4,799.5,0
210513,795.3,786.1,759.9,715.1,714.4,691.0,689.3,728.3,770.2,863.9,900.1,949.7,952.3,1020.2,1009.1,1112.1,1090.5,1038.2,974.4,890.6,871.2,873.6,831.9,819.4,0
