,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,load_flag
210323,658.4,653.7,634.1,624.8,633.8,631.8,670.3,658.5,776.9,807.2,858.6999999999999,835.5,815.5,799.4000000000001,818.1,809.9,789.8000000000001,784.9000000000001,729.6,706.3,732.7,738.4,682.0,684.8,0
210324,693.8,657.9,659.7,666.3,677.1,673.7,684.4,666.0999999999999,764.1,818.9,844.7,823.7,766.4,818.7,790.7,808.6,769.7,765.3000000000001,722.1,695.1,695.3,706.2,664.2,658.0,0
210325,677.2,662.6,625.5,618.2,590.3,646.0,640.9,685.7,695.8,783.3,796.4,790.6999999999999,764.5,748.7,747.5,781.0,741.9,732.5,711.2,648.2,671.1,678.8,637.9,642.7,0
210326,656.5,631.2,630.5,611.6,625.5,620.9,636.3,627.1,695.0,741.9,775.1,775.6999999999999,744.4,729.4,752.3000000000001,720.6999999999999,686.7,674.3,643.8000000000001,650.5,618.6,637.3,592.0,596.3,0
210327,600.5,585.0,621.3,611.4,594.1,604.7,607.1,608.0,598.8,579.8,587.3,578.2,609.6,641.8,627.4,636.8,677.4,646.2,621.9,624.1,647.4,633.6,673.0,628.2,1
210328,658.6,596.5,646.4,636.1,626.8,625.9,612.1,618.5,633.2,626.9,626.9,640.7,618.9,639.5,666.6999999999999,651.0999999999999,644.8,634.5999999999999,682.9,643.9,651.2,629.5,628.1,634.4,1
210329,622.0,651.6,635.9,641.2,629.0,617.1,640.5,630.4,698.7,718.3,778.0,780.8,719.8000000000001,750.8000000000001,765.1,725.0,731.8,760.0,664.4000000000001,673.1,636.8,637.6,627.4,633.8,0
210330,628.8,623.3,607.7,569.6,601.4,613.7,638.9,640.9,711.4,730.1,746.0999999999999,772.5999999999999,763.4,743.0,763.8,764.3000000000001,713.3,727.5999999999999,716.7,684.5,680.2,655.7,652.1,646.9,0
210331,630.9,618.8,595.4,568.0,588.9,611.0,637.9,651.4,716.3000000000001,742.7,749.6999999999999,772.4000000000001,771.2,740.6,755.9,769.3,692.2,710.6,728.0,684.5,704.0,670.4,660.3,656.8,0
210401,590.5,577.8,591.0,585.3,593.0,581.1,601.9,583.2,640.5,715.9000000000001,747.9,728.5,745.7,751.5,805.9,770.5,743.9,727.3000000000001,693.4,644.5,687.0,663.2,636.8,635.1,0
210402,615.7,590.5,576.5,587.5,566.6,598.3,578.8,595.2,635.8000000000001,688.9,730.9,748.7,713.4,740.4,776.4,742.0999999999999,732.4000000000001,714.0,662.6999999999999,645.7,615.4,616.1,650.2,588.1,0
210403,597.2,597.7,590.3,574.6,566.7,558.9,585.7,593.6,586.4000000000001,587.0999999999999,586.9,600.0999999999999,609.1,629.8000000000001,631.3,626.0,621.5999999999999,619.4,628.0,624.8,616.3,626.0,611.4,632.5,1
210404,597.4,594.5,585.8,592.4,586.1,598.6,581.8,593.2,583.3,619.8,596.6999999999999,576.8000000000001,602.1,622.0,633.1999999999999,651.9,635.0999999999999,677.8000000000001,640.9,649.0,634.5,663.6,628.6,640.7,1
210405,635.1,616.7,646.6,639.6,642.6,600.9,610.2,615.1,678.6,736.0,790.6999999999999,755.8,750.6999999999999,759.5,779.5999999999999,785.1,775.3000000000001,769.4,706.9000000000001,659.2,690.3,696.2,668.3,661.7,0
210406,668.3,625.2,604.8,609.6,622.5,641.2,624.7,651.1,700.8,723.9,747.8,769.5,764.3000000000001,729.1,789.1,779.3,761.0,732.3,686.1,688.3,667.0,622.6,638.6,628.8,0
210407,676.5,654.4,588.5,592.9,588.9,599.7,618.1,600.6999999999999,662.0,701.0,758.1999999999999,738.0,726.9,752.0999999999999,781.0,776.4000000000001,767.1999999999999,711.6999999999999,744.9,645.1,655.5,644.7,628.5,682.3,0
210408,598.1,576.7,573.0,546.9,594.8,593.9,562.5,594.4,660.0,700.5,738.5,732.1,718.4000000000001,731.5,740.7,739.5,767.0999999999999,733.6999999999999,671.3,668.9,654.8,679.8,653.1,652.6,0
210409,630.8,642.1,620.6,617.9,639.9,592.8,618.4,624.2,691.0,770.8000000000001,740.7,763.6999999999999,750.1,736.2,756.8,783.3000000000001,740.5,699.7,682.3,628.4,652.4,619.3,593.0,583.6,0
210410,577.4,587.5,577.4,604.9,549.7,567.2,552.7,568.7,578.5999999999999,596.0,602.0,614.7,620.9,599.0,664.6999999999999,691.8,642.5,635.7,627.6999999999999,635.4,624.7,631.1,620.0,600.4,1
210411,607.9,623.0,627.3,573.4,604.9,587.2,591.8,574.0,576.2,591.8,592.2,580.9,613.4,639.8,669.1,664.6,663.6,620.9,632.4,601.7,625.0,614.6,618.1,599.1,1
210412,593.4,581.4,569.3,556.4,546.7,575.6,586.1,556.4000000000001,626.2,688.6,746.8000000000001,716.1,710.1,740.8000000000001,785.9,787.7,768.5,769.2,741.1,699.3,700.0,693.3,672.3,654.6,0
210413,655.5,637.7,648.2,637.8,615.6,631.1,596.3,627.8000000000001,661.5,739.8000000000001,752.6,776.8,771.3000000000001,784.2,755.9,811.9,765.8,749.9,710.3,683.5,679.0,678.4,672.2,633.2,0
210414,654.8,651.4,656.9,635.6,660.2,615.7,638.1,609.3,698.8,745.2,794.1999999999999,769.9000000000001,761.1,773.0,767.6,732.8,764.8,739.3,701.0,652.1,677.1,658.9,642.5,648.1,0
210415,638.2,620.9,641.2,653.9,638.3,609.9,640.5,622.0,681.1,750.7,781.0,777.0,751.4,797.4,775.5,738.8,755.6,750.4,695.3000000000001,665.5,668.8,672.2,674.2,663.5,0
210416,644.5,622.9,590.8,641.3,603.2,621.6,592.4,638.0,666.8,739.1999999999999,730.2,762.1,705.7,764.3000000000001,710.3,694.5999999999999,733.8,705.3,658.1,661.9,637.1,616.3,628.9,597.4,0
210417,618.9,578.6,568.9,579.7,573.5,569.2,576.4,581.1999999999999,579.4,569.3,579.3,612.0,570.9000000000001,640.1,663.0999999999999,644.5,661.6999999999999,634.2,604.6,618.1,604.2,622.9,645.6,673.6,1
210418,604.4,629.1,612.1,610.6,578.2,592.5,582.4,566.7,565.9,577.9,582.5,611.0999999999999,614.2,617.9,626.2,646.4000000000001,648.6,669.3000000000001,665.6999999999999,647.2,666.8,626.6,646.9,653.8,1
210419,643.8,631.2,630.2,587.3,624.2,617.6,651.7,643.0999999999999,658.4,712.8,758.0999999999999,758.7,748.9,801.6,807.1999999999999,785.4,744.8000000000001,738.3,707.9,690.9,666.1,675.1,682.6,670.3,0
210420,633.1,618.9,626.0,614.1,588.2,589.2,620.1,626.2,659.9,702.3000000000001,678.6,686.5,663.6,699.1,657.7,676.6,649.5,651.8000000000001,639.8000000000001,589.0,598.3,604.3,590.6,579.8,0
210421,599.7,574.8,585.3,574.0,586.6,574.5,585.6,587.4,629.3,722.8000000000001,734.1999999999999,716.3,758.1,739.5,754.8000000000001,739.8,738.6,740.8,681.6,672.6,661.2,658.7,650.7,643.2,0
210422,602.5,586.9,583.4,578.9,568.1,575.1,605.5,586.5,650.6,720.8,764.1,778.1999999999999,724.4000000000001,746.6,730.7,742.5999999999999,735.8,725.4,675.0,656.1,677.4,680.2,646.2,624.1,0
210423,632.3,605.4,598.3,580.6,570.0,589.0,585.1,562.6,621.7,688.3,695.6,770.6999999999999,754.2,757.6,773.5,818.9,767.7,792.8,701.4,667.5,655.8,658.8,642.5,612.6,0
210424,584.4,568.9,575.1,574.5,565.3,559.2,566.0,562.1999999999999,576.6999999999999,633.1999999999999,636.5,652.2,647.1999999999999,695.0,697.4,669.5,640.7,622.7,605.5,620.6,625.4,597.1,611.0,594.8,1
